review,review_length,sentiment,purchased,received_for_free,votes_up,votes_funny,date_created,date_updated,author_num_games_owned,author_num_reviews,author_playtime_forever_min,author_playtime_at_review_min
jill sandwich,13,1,1,0,1,0,2026-04-05,2026-04-05,67,11,675,675
The classic resident evil experince is something everyone should play the remake is alot better than this but seeing how faar this serise has come is prricless and only being about a 3 hour  playthrough for each camaign  is pretty light i think everyone who is a fan should p ick this masterpeice up,299,1,1,0,0,0,2026-04-05,2026-04-05,132,10,197,197
really fun,10,1,1,0,0,0,2026-04-05,2026-04-05,0,62,523,507
legendary game,14,1,1,0,0,0,2026-04-05,2026-04-05,295,86,1299,1299
"It’s the RE1 experience that you know and love, but on Steam now. Whether you play here or on GOG is up to you.

Please note however, this is the OG release and does not contain anything such as Director’s Cut features like Arrange Mode or the extra costumes from those versions. 

DRM is also…a choice.
Outside of that though, I played it and had a great time. 

For those playing this game for the first time, go Jill and then Chris afterwards.",446,1,1,0,1,0,2026-04-05,2026-04-05,480,16,738,430
"i've done the game first on DS when I was a teenager, and redoing it now with the recent PC re-release makes me like the game more. 

RE96 is charming by his kitschness from the 90s, and great by his gameplay, level design. You have 2 campaings, one with Chris and one with Jill. Starting with Jill is good cause it's the "" easy playthrough "" to get used to the game, while Chris is harder. Both of them got their own tweaks due to characters being differents. The tank control are holding up fr, you just have to get use to it and it does not take time to get it. 

The atmosphere is great, even if the mansion is colorful, not dark and creepy like his remake. You don't really know what are you going against to as you explore the place. It's getting weirder and weirder with the amount of keys and puzzles to get through doors, it stretches onto the whole place, it gets its own identity. You think puzzles to get through a door ? You think about Resident Evil. 

This very first entry etablished the basic of the game series, and you see it very well. Even RE9 got some elements from this game and his remake.

Overall a great game and great introduction of the world of Resident Evil, i can highly recommand.",1213,1,1,0,3,0,2026-04-05,2026-04-05,378,33,558,537
Good game and the tank controls aren't even that bad after you get used to it.,78,1,1,0,0,0,2026-04-05,2026-04-05,97,21,385,385
"Played it for the first time after only having played the remake and i'm surprised that this game still is pretty fun in 2026. I legit didn't have a single complaint. It just worked flawless in everything it did.
Although the remake is my preferred way to play resi1 :p",270,1,1,0,1,0,2026-04-05,2026-04-05,470,222,596,596
Thank you Capcom. This game brings back a lot of memories.,58,1,1,0,1,0,2026-04-05,2026-04-05,558,51,792,792
"the game told me i played it for 4 hours and 10 minutes.
it felt way more than that",84,1,1,0,0,0,2026-04-05,2026-04-05,467,20,355,355
"Peak as always, also remove DRM",31,1,1,0,0,0,2026-04-05,2026-04-05,264,92,253,253
"Works perfectly, played through Chris's story with no problems. On PC, using a usb controller.",94,1,1,0,0,0,2026-04-05,2026-04-05,0,19,307,245
"I love Capcop's sense of humor. on april first everybody always does silly stuff that doesn't ever really have lasting impact in their games, but then Capcom goes and shocks the entire world by actually porting the original resident evils over to steam. how many years has everyone been waiting for this and it just arrived so suddenly? APRIL FOOL!!!

silliness aside, i am very pleased to be able to play the originals on steam now. this is a good thing i highly recommend also you should just buy this out of principle because of the joke so 100/10",552,1,1,0,21,0,2026-04-05,2026-04-05,100,49,643,82
"Resi 1 OG my beloved... getting it up and running on Linux/Deck is a minor nuisance but there are terrific guides out there if you're not sure what you're doing. The DRM is cringe but when isn't it? Doesn't change the fact this game shines 30 years later, plus it's easily bypassed with setting up classic rebirth on the mediakite version's files. There is a particularly excellent guide by Mulderland that makes this version truly shine.

Familiarising yourself with the Spencer Mansion, devising an efficient route and executing it in a deathless, no-save playthrough (gotta be as Chris, significantly more honest) still kicks extreme amounts of ass. Remains my favourite of the classic trilogy.",697,1,1,0,1,0,2026-04-05,2026-04-12,0,37,1173,1171
"Negatives: No Steam Overlay. No Steam Deck support. No cloud saves. No native ""quit game"" option. Default controls might be horrible and need to be reassigned. No native controller support, it seems. DRM implementation for absolutely no reason other than they hate you. A horrible launcher with features that should've been implemented into the game itself. No Achievements. Asks for weird Registry Rights when first launching the game. 

Positive: Looks fantastic in 4K resolution. Everything loads extremely fast. Door opening animations can be skipped with the press of a button. Everything unlocked from the start. Nostalgia.

I opened and played a bit of RE1-3 and while they are pretty cheap on sale, they are sadly lacking in modern features, including the ability to play cross play between Steam Deck and PC because of a lack of support for the handheld. I've been told its because of the DRM. Why is there DRM for a ♥♥♥♥♥♥♥ game that everyone can pirate and play on emulators? Do you think $5 is really that ♥♥♥♥♥♥♥ sacred, Capcom, to ruin the fans who do purchase your games? I will never understand the greed and hatred they have for their customer base. 

Anyway. I wouldn't recommend it because basic features are missing and they couldn't be asked to implement them because they don't give a ♥♥♥♥. If you don't give a ♥♥♥♥, Capcom, don't ask me to. Refunded.",1373,0,1,0,94,15,2026-04-05,2026-04-05,0,53,6,6
absolute masterpiece,20,1,1,0,0,0,2026-04-05,2026-04-05,96,13,524,524
so much fun playing the orignal,31,1,1,0,0,0,2026-04-05,2026-04-05,0,13,402,290
love this game but no cloud save? if someone has a cloud save please let me know how to enable it otherwise this is a shame.,124,1,1,0,0,0,2026-04-05,2026-04-05,0,9,14,14
something something jill sandwich idk im a ♥♥♥♥♥♥♥ larper chud,62,1,1,0,0,0,2026-04-05,2026-04-05,176,85,23,23
This ♥♥♥♥ still bangs,21,1,1,0,0,0,2026-04-05,2026-04-05,705,25,429,429
Bad port of a good game. Just install rebirth over the steam files. That way it plays properly. I kept having controller issues with the vanilla version,152,1,1,0,0,0,2026-04-05,2026-04-05,0,359,301,301
"im very high rn. buy GOG. do it now.


(_)_)::::::D~~~~~F U Crapcom~~~",73,0,1,0,3,3,2026-04-05,2026-04-05,98,10,12,12
Here have a negative review for ♥♥♥♥♥♥ anti linux DRM on a 30 year old game.,76,0,1,0,8,0,2026-04-05,2026-04-05,0,19,15,15
"As much as i like the remake, this will always be the best version for me.
Both games are good, but the original is a masterpiece.",131,1,1,0,19,0,2026-04-05,2026-04-05,0,152,730,364
"This is my first time playing a resident evil game and all I can say is...

I totally understand why people glaze this old game, it has a vibe and playstyle that can't be replicated anymore. It's limited gameplay and soundtrack make it a unique and addicting game. It even has moments that actually startle you decades later. As someone who only watched someone else play a resident evil game (recently, RE 9) this is truly one of the best horror games to come out for its time. If you are thinking about getting this game and trying it out, I would definitely recommend it!",576,1,1,0,1,0,2026-04-05,2026-04-05,0,8,494,251
runs well plays well. Good classic game,39,1,1,0,0,0,2026-04-05,2026-04-05,762,202,433,120
"Capcom, if you're listening to this, heed my wishes.  Patch in controller support, for controllers other than that old one no one uses anymore.  And put Galarians on Steam.  And Resident Evil Code Veronica.  And Darkstalkers.  And Sweet Home.  And Breath of Fire 3.  And Asura's Wrath.",285,1,1,0,2,0,2026-04-05,2026-04-05,0,47,21,21
"STOP IT, DON'T OPEN THAT DOOR.
YOU WERE ALMOST A JILL SANDWICH.
YOU, THE MASTER OF UNLOCKING.
(22 minute entire plan with exposition Wesker monologue)
WESKER, YOU'RE PITIFUL.",174,1,1,0,2,0,2026-04-05,2026-04-11,0,116,638,638
cool,4,1,1,0,0,0,2026-04-05,2026-04-05,306,36,422,422
"very good, add achievements",27,1,1,0,1,0,2026-04-05,2026-04-05,0,261,496,41
"Don't open! That door! 

10 out of 10 would inquire about Chris's blood again.",78,1,1,0,0,0,2026-04-05,2026-04-05,0,79,41,24
I LOVE THIS GAME THANK YOU CAPCOM NOW GIVE US CODE VERONICA,59,1,1,1,4,0,2026-04-05,2026-04-05,428,148,1179,1179
"its great, just a few control tweaks but its great so far",57,1,1,0,0,0,2026-04-05,2026-04-05,0,9,535,205
flames,6,1,1,0,0,0,2026-04-04,2026-04-04,0,5,835,835
"Edit: Still has the ♥♥♥♥♥♥♥ DRM, but an update of Proton Experimental includes compatibility with the re-releases of RE1, 2, 3, Dino Crisis 1 and 2, and BoF 4. DRMs still suck. 



I'll remove this review when Capcom removes the ♥♥♥♥ Enigma Protector DRM. Can't play it on my Steam Deck because of DRM -> don't recommend",320,1,1,0,0,0,2026-04-04,2026-04-12,901,8,38,35
"Lazy developers. Game asks to ""Chack"" to register the registry. No, Capcom, just give me cloud saves, achievements, and stop using DRM on old games.",148,0,0,0,87,2,2026-04-04,2026-04-04,16722,199,15,15
"I'm so delighted that we FINALLY have the OG RE trilogy on Steam, it's been my dream for such a long time.. one of the most iconic cult classic trilogies in gaming history finally available for a wider audience! Man, I sure hope we also get to see the same happen with the first four Silent Hill games as well as the first old-school God of War games.",351,1,1,0,3,0,2026-04-04,2026-04-04,0,101,374,146
"Played through this for the first time, was a wonderfully infuriating experience. Good port, but it's a shame they added the DRM for no particular reason (buy on GOG if you don't want the DRM).",193,1,1,0,0,0,2026-04-04,2026-04-04,517,65,508,484
You Were Almost A Jill Sandwich!,32,1,1,0,0,1,2026-04-04,2026-04-04,0,2,348,348
"lacks the rearranged mode, adjusted enemy placement, advanced game mode and alternate costumes of the Director's Cut",116,0,1,0,11,1,2026-04-04,2026-04-04,60,13,539,527
"DRM ♥♥♥♥♥♥♥♥, get this ♥♥♥♥ out the steam store im go play it my way, ♥♥♥♥ Crapcom",82,0,1,0,7,1,2026-04-04,2026-04-04,336,34,75,39
Finally I can become a jill sandwich on steam,45,1,1,0,0,1,2026-04-04,2026-04-04,316,92,147,72
"Great to see that we have the original classics on Steam now, even if it has the DRM. Now keep it up Capcom, just a few more titles to go:
- Resident Evil Survivor;
- Resident Evil CODE:Veronica;
- Resident Evil Survivor 2 CODE:Veronica;
- Resident Evil: Dead Aim;
- Resident Evil Outbreak;
- Resident Evil Outbreak File #2
Oh, and bring back Operation Raccoon City while were at it and port the Chronicles games to PC",425,1,1,0,5,0,2026-04-04,2026-04-04,311,44,273,269
i cant walk for ♥♥♥♥ but its fun,32,1,1,0,0,0,2026-04-04,2026-04-04,0,16,223,107
First game i've ever seen ask for admin privileges to change REGISTRY KEYS.... The Horror tag is accurate!!! IM SCARED!!!!!!!!!!!!!!!!!!!,137,1,1,0,13,8,2026-04-04,2026-04-04,2713,52,253,53
"Great game but...

It really doesn't need DRM. 
What it needs it's achievements, trading cards, and the steam overlay to actually open when you launch the game. Right now it feels like you just added the GOG version to your library.",232,0,1,0,181,3,2026-04-04,2026-04-04,651,8,62,59
It's good but very hard to play,31,1,0,0,0,0,2026-04-04,2026-04-04,227,37,12,12
I became a Jill Sandwich,24,1,1,0,1,1,2026-04-04,2026-04-04,1019,32,10,10
amazing  feeling feel like i am back in 1996 got the hd mods to work game is 10 out of 10 thank you CAPCOM just need achevments,127,1,1,0,0,0,2026-04-04,2026-04-04,0,19,796,268
timeless classic. holds up incredibly well with endless charm. :steamhappy:,75,1,1,0,0,0,2026-04-04,2026-04-04,167,1,471,442
Still great all this time later,31,1,1,0,0,0,2026-04-04,2026-04-04,1029,296,419,419
"Friends, I have bought and played and beat this game more times than I think anyone has bought and played and beat a game. 
1996:
I got it as an 8th grade graduation present from Funcoland in Danbury, CT (next to the mall). Spent the entire Summer of 1996 beating this game twice with Jill, twice with Chris, 4 ending variations in both playthroughs plus the extra outfits, which led to all 8 possible endings (alone, with either one of the supporting characters, and with all 3 alive). I was so obsessed with this game, the story, the characters, the gameplay, the enemies, the aesthetic, I've never seen anything like it, I wrote up my own fanfic sequel which if I may say so, is still better than every Resident Evil movie, most of the comics and novels, and some of the CGI animated movies, despite being written by a 13 year old.  Maybe I'll post it one day. I finalized my time with Resident Evil by beating the game in under 3 hours with no first aids, earning the infinite rocket launcher and thus earning 100% completion.
1997:
Oh but wait, there's a DIRECTORS CUT because they altered the opening cinematic to be black and white and cut out all the gore scenes, and a few CGI bits in the mansion (Kenneth, a shadow of his former severed head falling to the ground self). Well now we'll give you what we should've in the first place and charge you another $50. BUT, to make it sweeter, they added a remix of the main storyline, new outfits, a RESIDENT EVIL 2 DEMO ARE YOU KIDDING ME, and the original game as well. So logically I turned in my longbox version since I won't need that anymore (ITS WORTH SO MUCH MONEY NOW ♥♥♥♥) and put the money towards the Director's Cut. Once again I got all endings, outfits, rocker launcher in the remix mode, and stayed up all night with my friends playing that 15 minute RE2 demo over and over until the Sun came up.
2002: 
A REMAKE. ON GAMECUBE. I flung my Super Monkey Ball disc out of the tray and slapped the RE R disc in (1 of 2!) and re-experienced this masterpiece with better graphics, scarier animated pre rendered backgrounds, and extra story bits (Lisa Trevor, who is in every movie adaption at some point for some reason), and once again, every ending, every outfit, infinite rocker launcher. 
2006: 
Resident Evil: Deadly Silence: This time it's portable. I can't think of a worse game to play on the go than the original RE, but it's been talked about since the GBC, which had a playable version but was never released. This version has touch controls on the Nintendo DS, which let's you touch Jill's ass and tits, and she reacts accordingly. Again, every ending, every outfit, infinite rocket launcher. OKAY I'M DONE WITH THIS GAM-
2015: 
Resident Evil HD Remaster. Okay, it's been almost 10 years, I'll give it another go, this time the remake is remastered. Awesome. Graphics look sick and clean, the controls are updated, and there's achievements. Plus it's technically a different game, so I was DONE with the original RE and now I'm DONE with RE: Remake. I'm DONE with BOTH versions. I'm never playing either of these games ever agai-
2023: 
Resident Evil: Director's Cut on PS5, REMASTERED and with save state, rewind and other added features. Only $10. I purchased it thinking there would be trophies as well, there were not, had I known I would not have purchased it, but I did, and the graphics being cleaned up made everyone's face look like mush but it had been awhile since I played and doing yet another all endings, all outfits, infinite rocket launcher run was enjoyable. BUT DAMNIT, I'M DONE NOW. There will be no reason for me to buy this game eve-
2026: 
Resident Evil is released on Steam. The original PC version, cleaned up, remastered, and rebuilt into it's best version for modern systems, with, WITH, the UNCUT FULL COLOR GORE FILLED cut scenes FINALLY, after DECADES, put back in. It's worth it for that alone, having the complete definitive version 30 years later, but the game itself looks great, plays great, and all that nostalgia from the Summer of 1996 is flooding back once again. But friends, this will be the last time I ever buy, play, and beat this game.

I started this game as a young boy like the picture puzzle in the bird room and now I'm the tired middle aged man you press the button (will you push it?) on just before the final picture to solve the puzzle. I can beat this game blind folded, I know the Spencer Mansion better than my own house, and I can say with absolute certainty, this will be my last journey through Resident Evil. 

Until the recently announced new remake is released.
♥♥♥♥.",4602,1,1,0,107,15,2026-04-04,2026-04-05,596,120,25,25
one shot by a hunter at 100% hp and lost 30 mins of progress ♥♥♥♥ this game,75,1,1,0,2,1,2026-04-04,2026-04-04,0,48,394,317
"30 years later and I'm still not tired of that ""Jill Sandwich.""",63,1,1,0,2,0,2026-04-04,2026-04-04,0,144,988,314
i dont know why but i like this version more than the remake... time to make myself a jill sandwich,99,1,1,0,1,0,2026-04-04,2026-04-04,0,41,227,181
"This game looks pretty ordinary by today’s standards, but trust me… back then, I thought it was way better than any other game out there at the time.

This game brings back so many memories, especially since my dad bought it for me when I was a kid. Twenty-five years have passed, but those feelings and memories remain the same.

Capcom, you’ve won my heart all over again.",378,1,1,0,0,0,2026-04-04,2026-04-04,329,80,381,330
Remove that ♥♥♥♥♥♥♥ Enigma DRM.,31,1,1,0,1,0,2026-04-04,2026-04-04,0,11,350,13
I didn’t like it much; the controls were very difficult. Having to aim with R2 and shoot with X wasn’t something I enjoyed. They should have designed it so you can do that with the mouse. My experience with this timeless game wasn’t the best.,242,0,1,0,0,3,2026-04-04,2026-04-04,0,28,55,55
"One of the all-time classics that is still a timelessly fun as ♥♥♥♥ game to play. And for what it is, still scary because of that dang music and atmosphere, man. Even as someone who first played the prettier and more serious remake, this version will still surprise you and punches above its weight for its time. There is still reason to go back and play this purer PS1 version, especially if you aren't in the mood for the disposable knives. And personally, I find the original voices charming. If you don't mind putting up with its flaws like older graphical standards and a harder to read map and no quick turn, original recipe RE1 is still worth your time, and doesn't take very much of it. Very well-paced and still such a fun/challenging maze of a house to explore.

FYI Jill is basically easy mode in this version; you won't be hurting much for heals or ammo or inventory space, and if you play as her first there is no ink ribbon consideration either. Only drawback is having a little less HP but that's not a big deal with the sheer amount of green herbs they throw at you. You can actually fill the entire item box space fairly easily. Getting bailed out and saved by Barry all the time, but there are ways to avoid that if you're clever. But this is Jill's most iconic look and she's still the main face of the game in my opinion; just like with Leon in RE2, Capcom knows how to fit a cool police aesthetic mixed with all the spooky strange science and gore and puzzles and conspiracy and such evil evil and such residential residences for that special saucey sauce that is... Resident Evil.

Sadly no Steam Deck compatibility since it asks to save to the Windows registry when you first launch it. RE2 works this way too but not RE3, so you actually can play RE3 on Steam Deck with no additional work required. (UPDATE: now works if you set Proton Experimental) These are barebones GOG ports that simply make the games compatible with Windows 10/11, so no cloud saves or achievements either sadly, but hopefully maybe one day! I'm just glad GOG's port work has spilled over into the Steam community benefiting as well, which I happily bought again since $5 each is more than a fair price. For those who want an even better deal, you can get the whole bundle on GOG for a few dollars cheaper and with no DRM, which these Steam versions for some reason added in. And on top of being cheaper, on GOG you DO get cloud saves.

Edit: Beat the game with Jill best ending and Chris best ending now... So 2 and a half clears. The game just got it hooks in me so deep, it's too good and a very brisk game to try to speedrun.",2626,1,1,0,3,0,2026-04-04,2026-04-17,0,183,1635,1635
Absolutely dropped the ball with this terrible release. You could have taken the digital eclipse or aspyr route and packaged these games into one retro collection complete with all the extras that is to be expected. Shame on you all.,233,0,1,0,3,1,2026-04-04,2026-04-05,0,69,385,15
"""Resident Evil (1996) Steam Tutorial! Classic Rebirth/ Seamless HD/ RE Enhance Full Mod Setup Guide""
https://www.youtube.com/watch?v=UvLt5RjFO9Q",145,1,1,0,1,0,2026-04-04,2026-04-04,0,9,681,408
Amazing Classic RE experience,29,1,1,0,2,0,2026-04-04,2026-04-04,66,41,416,416
The G.O.A.T is here,19,1,1,0,1,0,2026-04-04,2026-04-04,168,7,504,232
"For a 30 year old game (Jesus Christ), it still holds up decently well. However, unless you really love games from the 1900s or want to experience the first game of the RE series, I'd recommend the remake over the original.",223,1,1,0,6,2,2026-04-04,2026-04-04,0,69,522,522
Great,5,1,1,0,1,0,2026-04-04,2026-04-04,174,70,596,596
Si,2,1,1,0,1,0,2026-04-04,2026-04-04,776,300,824,462
an absolute classic,19,1,1,0,1,0,2026-04-04,2026-04-04,0,2,472,471
A golden gem of gaming history. Everybody should play it at least in a lifetime.,80,1,1,0,2,0,2026-04-04,2026-04-06,80,12,688,544
Yay! I don't have to ROM it anymore!,36,1,1,0,3,0,2026-04-04,2026-04-04,142,13,478,266
"Yep, the residents are evil.











To play on Linux, look a guide.",83,1,0,0,0,3,2026-04-04,2026-04-04,232,95,283,246
This is a port of the OG RE1 with original soundtrack. I would have liked to have gotten the version with arranged mode but kept the soundtrack of this one.  Either way <3,171,1,1,0,0,0,2026-04-04,2026-04-05,301,141,332,210
So happy to be able to play these on Steam,42,1,1,0,0,0,2026-04-04,2026-04-04,0,7,415,283
you guys really needed to put DRM in a game from the last century? And other important question: where in the ♥♥♥♥ is the achievements?,135,1,1,0,0,0,2026-04-04,2026-04-04,75,10,832,363
classic,7,1,0,0,0,0,2026-04-04,2026-04-04,298,139,57,56
contains evil residents,23,1,1,0,0,0,2026-04-04,2026-04-04,260,54,303,303
Good stuff. Haven't played this game in 15 years,48,1,1,0,0,0,2026-04-04,2026-04-04,0,4,238,208
The Enigma Protector DRM makes this game unplayable on steam deck,65,0,1,0,8,0,2026-04-04,2026-04-04,461,14,19,5
"4
Itchy.
Tasty.",15,1,1,0,1,1,2026-04-04,2026-04-04,2008,20,528,363
Game plays really well with a MKB. WORD,39,1,1,0,0,0,2026-04-04,2026-04-04,208,4,11,8
"On one hand, the game can do no wrong. On the other, controller support didn't work so I had to go to the community layouts and select the Modern Controls layout. I was then able to use my xbox controller. This game is just as hard as I remember and still looks pretty damn good considering it's age. Also, the voice acting is just as TERRIBLE as I remember! I haven't played this version since PS1 days. I will say, the Gamecube version, and the first Resident Evil remake that truly set the standard for what a remake should be was absolutely perfect and totally worth playing also. But, this version, as is, I say it's worth the $5! I bought 1-3 and I don't regret a thing.",676,1,1,0,0,0,2026-04-04,2026-04-04,0,30,50,50
GOOOOOG GOOOOG THE GLORIOUS GOOGGG BLESSING US WITH PEAK GOOOOOOOOOG GOOOOOG,76,1,0,0,3,0,2026-04-04,2026-04-04,197,81,13,13
89%,3,1,1,0,2,0,2026-04-04,2026-04-04,811,548,322,322
"Doesn’t work on the Steam Deck—honestly a shame of a release. It doesn’t even have achievements or cloud saves, come on.",120,0,1,0,8,0,2026-04-04,2026-04-04,0,2,89,67
"Great game, still holds up. I wish they would add even more DRM tho, just one isn't enough.",91,1,1,0,0,0,2026-04-04,2026-04-04,457,61,462,462
"great game, just like old times. though the controller support is lacking and the essential QoL improvements for 2026. kinda lazy Capcom.7/10",141,1,1,0,0,0,2026-04-04,2026-04-04,0,11,61,37
"Finally released on Steam! I've been begging for this day for years.

Classic Horror game, ground breaking for the survival horror genre and huge nostalgia from my childhood. Port is good as it's the GOG version, minus the GOG specific perks. 

I only have two complaints:
1) Controller support is very hit or miss, works with Xbox but not PS or others. The only work around i found was to use Steam Input to bind the PS5 controller to keyboard inputs
2) Steam Overlay is disabled for some odd reason, meaning you cannot take screenshots or open up discussions/guides midgame.",582,1,1,0,0,0,2026-04-04,2026-04-04,881,76,441,185
"lame drm, no steam achievements, doesn't run on the deck. cool it exists, but they couldn't have put less effort if they tried into this port.

however that being said the game itself, of course is peak gaming.",210,1,1,0,30,2,2026-04-04,2026-04-04,692,32,329,319
This 30 year old game from Capcom does not work when i bought it on steam for the steam deck. Reminds me when they released Devil May Cry 3: Special Edition on steam 15 years ago and never got it to work so they delisted it. Perhaps it will function on peoples systems when the steam sales have ended. Very cool Capcom :) 👍👍,324,0,1,0,3,0,2026-04-04,2026-04-04,0,3,8,8
Thank you capcom for bringing this to steam BUT WE NEED STEAM DECK SUPPORT STAT,79,1,1,0,0,0,2026-04-03,2026-04-03,192,18,1077,630
"Wow, what a mansion",19,1,1,0,0,0,2026-04-03,2026-04-03,285,10,794,6
"Itchy. Tasty.

Able to get it running on SD using ProtonTricks regedit and this command line:

WINEDLLOVERRIDES=ddraw.dll=n,b %command%

Not that hard, and you’ll be getting an extra serving of undead this Easter. Cheers to DeckWizard for the helpful video!",257,1,1,0,2,0,2026-04-03,2026-04-03,0,8,267,40
Me when the residents are evil,30,1,1,0,1,0,2026-04-03,2026-04-03,171,13,483,483
I still got jumpscared when the dogs jumped through the window....my inner child was screaming lmao. 10/10.,107,1,1,0,0,0,2026-04-03,2026-04-03,0,221,26,26
Utter perfection.,17,1,1,0,0,0,2026-04-03,2026-04-03,0,2,514,514
You were almost a Jill Sandwich!,32,1,1,0,1,0,2026-04-03,2026-04-03,64,41,272,61
"Runs great, great sound design, and well worth the price. I can understand why this game was so influential back in the 90s. Please add steam achievements!",155,1,1,0,4,0,2026-04-03,2026-04-03,153,54,408,169
"Dumb DRM, no steam overlay (to F12 print), no achievements.

Great game, but rather than make an ""oficial"" version with nice things you would want to pay for, it is quite the same thing than an emulated version, but with DRM to annoy people that still choose to pay for it.

Oh well... I guess the fact Capcom had the 3 classics and Dino Crisis 1 and 2 officially released is a good point. Could be done with a little more care for the good old fans though.",457,0,1,0,0,0,2026-04-03,2026-04-12,0,6,347,347
"Right now, this is completely unplayable for me. 

We need a version with improved textures. 

Please add Steam Deck support. 

Please add filters and scanlines. These features are standard in every retro game compilation nowadays.

Please add FULL support for ALL major gamepads. 

Add achievements. 

Or, simply remove the DRM so that users can fix everything themselves instead of you.

P.s. The same goes for Dino Crisis 1,2.",429,1,1,0,0,0,2026-04-03,2026-04-03,484,59,58,54
The DRM is annoying and it doesn't launch on Steam Deck because of it which is frustrating because that's where I really wanted this for.  PC works great.  At $5 it's cheaper than a Jill sandwich.  Happy to have them all in one place finally.  Code Veronica next?,263,1,1,0,12,1,2026-04-03,2026-04-03,0,36,257,256
waaah waaah DRM this DRM that cry cry first world problem. Just play the game and enjoy it nerds,96,1,1,0,2,0,2026-04-03,2026-04-03,319,172,860,360
"Hmm... Resident Evil. It's a cool little game with cool mechanics. The start of the survival horror genre. Would love to see it develop into an active game franchise one day. 

Would love a second one but it would also be a cool standalone title :)",250,1,1,0,0,3,2026-04-03,2026-04-03,378,41,303,303
"Probably my favourite survival horror game of all time. I really cannot get over how well this game has aged and i'm so happy that its finally playable through steam. Open your heart to tank controls and you will fall in love, the original trilogy of Resident Evil games have aged so shockingly well and will always stand the test of time, especially in comparison to any post RE4(OG) RE game. While I find RE2 to be essentially a perfect videogame in a way that this game just, isn't, the tone of this game is what puts it above the rest for me. The puzzles might be slightly lacklustre, but the atmosphere and perfectly handled 90s campiness of it all put it in a special place. Play these games! Don't let them get replaced :)
(Although i will say, the added DRM is disgusting and the BGM is horribly compressed from previous PC ports, the original wasn't like this and makes a lot of the music tracks incredibly grating)",924,1,1,0,0,0,2026-04-03,2026-04-03,242,37,277,277
"Itchy, Tasty...",15,1,1,0,0,0,2026-04-03,2026-04-03,0,13,528,69
I give this RE-RElease 7 Deceased S.T.A.R.S. members out of 10. I'll raise my rating if Capcom adds cloud saves and removes the DRM.,132,1,1,0,0,0,2026-04-03,2026-04-03,0,238,289,118
"I've lost track of how many times, I'm beaten this game and how many platforms.  It's definitely showing it's age but still a classic and this genre wouldn't be what it is without this game.  

If you've never played it and are thinking about it, just do it.  Yes the controls are annoying at first, but you get used to it.  Yes the dialogue is super cheesy, but it's part of the charm.  You won't regret taking the plunge and remember, despite it's age and flaws it's still better than RE6!",493,1,1,0,1,0,2026-04-03,2026-04-03,362,5,271,165
"10/10
they should add the clowns farting in the basement track from director's cut dualshock version",100,1,0,0,4,0,2026-04-03,2026-04-03,0,32,21,21
itchy. tasty.,13,1,1,0,2,0,2026-04-03,2026-04-03,93,1,328,138
"*fire scorching effect*
""Chris Redfield""
*lighter flicks open*
*gunshot*
*woman screaming*",90,1,0,0,3,0,2026-04-03,2026-04-03,743,122,40,26
You can effectively ignore the bad reviews as it is just people trying to play the game on systems that it does not advertise as playable on. If you are on windows then the game will run fine and works great.,208,1,1,0,3,0,2026-04-03,2026-04-03,601,29,34,34
the controls frying me,22,1,1,0,0,0,2026-04-03,2026-04-03,24,2,96,96
"I wanted these 3 games on Steam because GOG won't accept my currency, thus, can't get my money. Sadly, OG Resident Evil on Steam turned out to be a monkey's paw type of situation, where the drawbacks ruin what would otherwise be a fun compilation, at least for most people. All of the negative press you've read is warranted: unnecessary DRM on top of DRM, non-functional and intrusive launcher, jumping through hoops to install mods both old and new, broken Steam overlay, no achievements, no other improvements over GOG's, framerate dips, etc. 

We always hope there comes a day when that one game comes back from the grave, better than ever, but that seldom comes from the hand of publishers or developers. Good ports are almost always a gift from fans in their eagerness to do better by the games they enjoy, and I regret to see that RE on Steam does not fight this trend. It was, sadly, to be expected of Capcom to underperform and charge you a premium for their incompetence.",981,0,1,0,6,0,2026-04-03,2026-04-03,230,71,467,463
"Recommend for free, but personally play the PS1 version. 

The Good- It works.

The Bad- Reverb is just a recording, so footsteps reverb has a sharp end as the next foot step plays(nasty). Music has a gap in the loop and sometimes doesn't even play. FMV's are no better than OG PC versions, and a bit worse than the PS1 versions. Audio mix is off. 

For real, just play the NTSC PS1 version.",391,0,1,0,4,0,2026-04-03,2026-04-03,206,32,14,14
