review,review_length,sentiment,purchased,received_for_free,votes_up,votes_funny,date_created,date_updated,author_num_games_owned,author_num_reviews,author_playtime_forever_min,author_playtime_at_review_min
Boulder-punching A-hole: Origins,32,1,1,0,0,0,2026-04-10,2026-04-30,412,148,3722,2372
"What is THIS?!

LOOK AT ALL THOSE MONSTERS!",43,1,1,0,0,0,2026-04-10,2026-04-12,0,47,735,734
You can´t say no to a cult classic! enjoyable and highly replayable,67,1,1,0,0,1,2026-04-10,2026-04-10,0,3,1966,1152
"Game looks and plays far worse than the remake. Also, the game crashes whenever I try to load a save. Nice.",107,0,1,0,2,5,2026-04-10,2026-04-10,633,70,83,83
Classic,7,1,1,0,0,0,2026-04-10,2026-04-10,0,11,219,111
"Capcom put DRM on a 20+ years old game. It it a really bad port and they only make it so it can run on modern PCs, doesn't have quality of life options for proper scaling at high resolutions and controller customization.

Quite mediocre , but it's Capcom, they always do this.
And couldn't they put cloud saving?

Also, Sphere Hunter, I heard you in the trailer, good for you for working with Capcom and all these companies, but why don't you stop being a sellout and critize these lackluster ''products''?",506,0,0,0,4,0,2026-04-10,2026-04-10,676,15,9,9
"Great, holds up well. People freaking out over DRM issue are behaving hysterical. Took less than 5 minutes to tweak in order to be compatible with steam deck. Only modern tweak missing I WOULD of preferred having is skipping cut scenes. 10/10",242,1,1,0,2,0,2026-04-10,2026-04-10,457,14,572,572
game is obviously fantastic...is re1 original...incredible..especially with hd mods...but the steam version is GARBAGE since they put in Enigma DRM...simply buy the GoG version from their site without any DRM. Better 100%.,222,0,1,0,2,0,2026-04-10,2026-04-10,0,4,95,95
"You missed being 12 yo playing this game for 1st time? time to go back, although it won't feel just the same but it's still feels the same.",139,1,1,0,0,0,2026-04-10,2026-04-10,0,11,844,748
"The realistic scenes.

I cant stop wheezing.",44,1,1,0,3,1,2026-04-10,2026-04-10,550,20,548,284
"Great game and to think that it is 30 years old! Enjoyed pretty much every aspect of it.
Tank controls took sometime to get used to and I had to make custom Steam Input layout to be able to use DPad for movement. Also there was way too many Blue Herbs for me. In the end I had maybe 4-6 in my trunk and only used maybe two during the whole campaign.",350,1,1,0,0,0,2026-04-10,2026-04-10,1018,91,589,589
it's neat I get why it's forgotten in the rest of the series but it has some replay value. The voice acting sucks but you know that already also the ending just kinda happens or whatever. Atleast the main key hunting loop is fun i cant wait to remember the mansion like the back of my hand someday :3,300,1,1,0,0,0,2026-04-10,2026-04-10,121,5,744,743
"First time ever completing RE1 and completely loved both Jill's and Chris's story. Jill's story is the perfect story to begin with and learn the controls while also not making the enemies too hard to beat and Chris's story was really rough in some parts especially during the hunter part and early parts when you didn't have as much ammo and don't get me started on lesser inventory slots but I still loved it! If you are thinking about getting this game, I'd highly recommend it! :D",483,1,1,0,0,0,2026-04-10,2026-04-10,0,24,1430,1430
classic,7,1,1,0,0,0,2026-04-10,2026-04-10,0,40,700,659
"a nice 90s ps1 game, and didnt relize they had the whole die and start from start, had that happen a few times. overall its a ok game just hard to like the tank controlls.",171,1,1,0,2,0,2026-04-10,2026-04-10,0,19,53,53
It's just as good as I remember.,32,1,1,0,0,0,2026-04-10,2026-04-10,0,9,239,239
"Great trilogy of games, but I'm going to have to ask you to remove the DRM, and add cloud saving and achievements to all 3 games, if you please.",144,1,1,0,0,0,2026-04-10,2026-04-10,82,10,868,862
"Decent game, had an alright time.  Game is pretty chill til you get stunlocked by two enemies.  The multiple endings is nice, but if you don't know the mechanics of some of them, you can lock yourself out of the true ending without knowing you did so.  Worth the, 5 bucks or whatever I paid for it.  

Im unbothered by the DRM addition, I think it's lame and unnecessary, but whatever mane",389,1,1,0,0,0,2026-04-10,2026-04-10,0,14,333,333
yes,3,1,1,0,0,0,2026-04-10,2026-04-10,251,19,341,341
Tank Control haters getting filtered for not knowing the trick of walking backwards to a corner and running around the zombies while they're facing the other direction,167,1,1,0,0,0,2026-04-10,2026-04-10,0,9,620,620
"When the residents are evil

Note: Play with Mulderland's modded version for the best experience",98,1,1,0,0,0,2026-04-10,2026-04-10,2662,88,454,249
[h1]Barbie's Dream Mansion[/h1],31,1,1,0,21,5,2026-04-10,2026-04-10,592,84,11,11
7/10 [Good],11,1,1,0,0,0,2026-04-10,2026-04-10,0,108,429,301
"you see Chris' face on the game cover with the shotgun? that's exactly what it feels like to play this game, just pure WAR.

may be the hardest resident evil game i have ever played. i can barely make progress with those cuckass immortal zombies that get knocked out five times in a row and still get up.
i honestly don't know what i am doing wrong if i decide to shoot them i run out of resources, if i try to dodge them eventually one will grab me and more will approach and nonstop gangbang my ass. they give me 15 bulelts to deal with 300 zombies across the mansion, and you cant even bait them out. it's 100% skill issue i get it but mad respect for those who play this game because it takes hella patience.
if i ever end up in a psych ward it's 100% because of resident evil 1. this game was designed to induce anger, pain and possibly permanent mental damage.

EDIT: just finished the game, and I double down. even after understanding the game better, I still consider it the hardest Resident Evil game I have ever played. It will punish you so much even when you make small mistakes, it can go from good to worse to terrible INCREDIBLY FAST. the final boss battle is a nightmare, so good luck. at least they give you the MINIMI after beating the game once as Chris XD

was a nice birthday present though :P

EDIT 2: never mind.. the game is easy but only if you play Jill. if you choose to play Chris you're beyond ♥♥♥♥♥♥. only play him if you like to suffer",1466,1,1,0,1,0,2026-04-10,2026-04-11,389,58,750,669
its the classic Resident Evil. BUY IT,37,1,1,0,0,0,2026-04-09,2026-04-09,0,3,465,379
only play if you want to experience 'the first' but it's terrible and aged like ♥♥♥♥,84,0,1,0,1,0,2026-04-09,2026-04-09,341,80,411,248
Its good,8,1,1,0,1,0,2026-04-09,2026-04-09,121,31,224,224
"My first time playing RE1 was on a 2DS not long ago, so I don't have much enthusiasm to play through again. The tiny screen drove me a little insane, but the game was still incredibly fun. They got a lot right the first time — the game design holds up surprisingly well. 

Kudos to GOG for this, as Capcom seemingly put no effort into this re-release. I wish Capcom cared to give this a remastering treatment in the spirit of Nightdive Studios, or just commission them to do it... 

I played a little bit with RE:Enhance — it substantially updates the FMVs, fonts, menus, pre-rendered backgrounds, etc. If I continue playing RE1, it will be with that.",651,1,0,0,0,0,2026-04-09,2026-04-09,619,115,26,26
One of the best games of 1996,29,1,1,0,0,0,2026-04-09,2026-04-09,974,876,496,496
"""ouch""",6,1,1,0,1,0,2026-04-09,2026-04-09,611,39,271,271
"A classic that's now available on Steam. 8/10 
Only getting docked points for putting drm on a 30 year old game.",112,1,1,0,1,0,2026-04-09,2026-04-09,222,120,632,632
"This is the original classic Resident Evil 1996 version finally on Steam!

GOG and Capcom have teamed up to fix the original PC ports of these games so that they work on modern hardware with modern controller support.  If you like the Resident Evil franchise and have yet to play the original versions of 1, 2, and 3.  You absolutely should pick this up and play them.  They're classics.

The PC version has the ability to skip door transitions, and these versions can be made even better by utilizing Mods such as the Classic REbirth mod, and RE Enhanced for better features and higher res backgrounds and video cutscenes.

With mods is the best way to play this game these days on a modern platform.  Definitely give it a shot!",735,1,1,0,0,0,2026-04-09,2026-04-09,0,57,607,449
jill sandwich,13,1,0,0,2,0,2026-04-09,2026-04-09,0,26,329,329
"Good sh*t, full nostalgia with PS5 controller is best experience the classic one can gave us. It should have been available in steam a long time ago.",149,1,1,0,1,0,2026-04-09,2026-04-09,0,45,379,379
"Honestly? I've played the REmake of this a few times but I think i enjoy the Original Resident Evil more. I don't believe the REmake has Rebecca Chambers in it, and I think that was a mistake. I loved the fluid nature and just the vibe of this more then the REmake. Glad the REmake makes the tone more grounded, but the campy adventure spooks in this are golden. So glad Capcom took these to steam! Loved this immesnly. The Tank controls are also not that bad.",460,1,1,0,0,1,2026-04-09,2026-04-09,586,92,677,677
"This game is a classic and well worth revisiting. The game runs in a fullscreen window so it doesn't look stretched, controls are just as awsome as ever. It is solid. This version seems to be missing difficulty settings and ink ribbons, but asside from that, it's the game we all know and love. 

Oh and the A1 acting in it, sublime.",335,1,1,0,0,0,2026-04-09,2026-04-09,258,36,398,193
"Good god this is ♥♥♥♥. I never liked this game as a kid and I hate it even more as an adult.

You play as a man or woman with extreme motor difficulties solving retarded puzzles in a maze mansion filled to the brim with strong resilient zombies that you simply dont have enough resources to deal with.",301,0,1,0,0,1,2026-04-09,2026-04-09,1329,105,41,41
"game is for sure worth playing, 

i honestly did not expect anything outta this, but speaking as someone who is new to the franchise and played the remaster of re1, the og has its own identity and charm that makes it a very fun, different enough experience that makes it worth playing, even today. 

I was instantly hooked by the introduction of the game and cant wait to play the rest,. Its somehow scary, and hilarious and i dont know how it manages to do that at the same time, but im all here for it.

its clunky, the voice acting is horrible (in a very charming way),  and i love the game for it.

If youre expecting a smooth, more modern experience, buy the remaster. But even then, i highly recommend playing both, you wont be disappointed with either game, no matter which you choose to play first.

(also you can skip door transitions. If you want an easier experience or just dont want to worry about ribbons, jill has unlimited saves during her first playthrough)",974,1,1,0,0,0,2026-04-09,2026-04-09,0,3,103,19
"Clunky controls, funny voice acting, Jill sandwich, horrendous graphics (for today's standards, no offense) and the birth of Resident Evil.",139,1,1,0,0,0,2026-04-09,2026-04-09,0,71,795,147
im happy with it,16,1,1,0,0,0,2026-04-09,2026-04-09,126,3,620,301
Do not go to the Spencer Mansion worst mistake of my life,57,1,1,0,5,4,2026-04-08,2026-04-08,110,41,88,88
Where it all started very good game for it's time,49,1,1,0,1,0,2026-04-08,2026-04-08,0,7,1251,221
Love this one just like the remake,34,1,1,0,0,0,2026-04-08,2026-04-08,0,4,507,76
"I really enjoyed this game brought back memories from the PS1 era. I played using an Xbox controller. I will mention that if your controller's battery dies in the mid gameplay it wont reconnect to the game, forcing you to restart. This version doesnt punish you for saving often so make sure you save often. Well worth it.",322,1,1,0,0,0,2026-04-08,2026-04-08,0,8,1872,974
Absolute classic! the start of a great series.,46,1,1,0,1,0,2026-04-08,2026-04-08,1538,91,673,673
"I loved playing through this classic
Very good port I had no issues aside from the game being a bit hard.
I enjoyed both campaigns regardless",143,1,1,0,0,0,2026-04-08,2026-04-08,289,28,1287,1253
enjoyed from start to finish. plays really well for a 30 year old game recommend,80,1,1,0,0,0,2026-04-08,2026-04-08,114,18,541,541
"While the game itself would be great if I could play it, I essentially soft locked myself from the very beginning by pressing ""Controller"" input in the ""Options Mode"" menu. Thanks to Steam cloud caching the files, it is a major pain in the ass to wipe the files and start fresh. 
If you want to play on an Xbox Controller (which is all that the majority have in terms of handheld controllers, it's 2026 after all) you can enter Steam in Big Picture Mode, select ""WASD Input"" format for your controller, and then manually remap the controls to match their respective keys on the keyboard. 
Whatever you do, do not under any circumstances ♥♥♥♥ with the Options Mode. Almost 2 hours in and I have yet to discover which key now interacts with objects, as my entire controller layout has been rendered useless from this blunder. If I can get ♥♥♥♥ working I'll update this - Classics like RE 1996 should be accessible AND easy to operate.",932,1,1,0,0,1,2026-04-08,2026-04-08,0,9,95,59
"First time playing it, and it’s an absolute 10/10 experience. For an old game, it’s surprisingly fun. Even though I got scared by the snake since I have a phobia, it’s still a 10/10 experience for me. Can’t wait to get my hands on the OG Resident Evil 2 and Resident Evil 3 Nemesis",281,1,1,0,0,0,2026-04-08,2026-04-08,53,6,777,764
Jill sandwich,13,1,1,0,0,0,2026-04-08,2026-04-08,0,18,568,554
"Aside from having to mess with Protontricks to get the game properly functioning on Steam Deck, and the fact they had to add yet more useless DRM into older titles, its a pretty good if not, decent release for Steam. Runs great, looks pretty great as well, and the controls (at least for me) worked right out of the gate though still ended up using a community config

I'd still recommend getting the GOG versions, but this is a good way to play them if the little issues don't bother you a whole lot",500,1,0,0,2,0,2026-04-08,2026-04-08,121,1,225,218
"Works only with mods. Otherwise, a great classic!",49,1,1,0,0,0,2026-04-08,2026-04-08,515,20,861,861
I'm a kid again,15,1,1,0,1,1,2026-04-08,2026-04-08,402,3,713,408
That was too close. You were almost a Jill sandwich!,52,1,1,0,0,1,2026-04-08,2026-04-08,0,4,391,335
"Resident Evil deserves better for its 30th anniversary.

- No core Steam functionality (can't even Shift+Tab for overlay, can't stream the game)
- No achievements
- No Steam Deck support
- DRM 
- No Cloud support

Also worse audio than the original release, although that's simply the nature of the PC port. I know this is echoing a common sentiment, but these releases really are pitiful. It's not necessary to repeat how asinine it is to enforce DRM on a 30-year-old title that, due to the quality of these Steam offerings, is better played emulated and already available DRM-free elsewhere.

All that being said, I did enjoy my first time playing classic RE1. Having the classic titles on Steam ultimately helps accessibility a ton. It's just sad that these didn't receive any effort.",787,0,1,0,34,4,2026-04-08,2026-04-08,418,1,749,688
"i replaced the Steam files with the GOG version files (to remove DRM) but it wasn't worth it
also this game hates my controller (using DS4Windows)

buy and play these all on GOG instead and you can add the GOG versions to steam. adding those gives them more steam features (FPS counter, steam overlay) than the actual Steam ports of them lol",341,0,1,0,1,0,2026-04-08,2026-04-09,221,145,57,57
"Doesnt work on steam, don't bother purchasing it.",49,0,1,0,1,1,2026-04-08,2026-04-08,0,21,10,10
"This is a great port of a great game, I would also recommend the Steam Enhancement Pack by Mulderload to add in all the remaining quality of life changes done by the community. Note: not configuring Steam Auto-Cloud is lazy as it requires no code and adding Enigma DRM on a game from 3 decades ago is frustrating.",313,1,1,0,0,0,2026-04-08,2026-04-10,0,46,1050,1050
"To Linux users: 
The game is totally playable but requires some tinkering via protontricks. (reg edit)

otherwise it is just re1 :)",131,1,1,0,7,0,2026-04-08,2026-04-08,470,43,17,17
"Even though it's an old game, it's still a classic—a legend!  ★",63,1,0,0,0,0,2026-04-08,2026-04-08,97,5,298,298
"This is essentially the GOG version of the original Resident Evil (1996), but with DRM added on top thanks to ""Crapcom""

The game itself is great and runs well thanks to the improvements originally done for the GOG release—modern compatibility, rendering options, and overall stability. However, the Steam version adds Enigma DRM, which brings some downsides. You’re required to run it through Steam, and there have been reports of performance issues, glitches, and minor compatibility problems that don’t exist in the DRM-free version.

The biggest issue is that there’s no real benefit here compared to GOG. You’re getting the same game, but with restrictions added. No extra features, no improvements—just DRM layered over an otherwise solid port but with DRM that means NO MODS.

If you just want the game in your Steam library and can get it very cheap, it’s fine. But if you care about ownership, long-term usability, or avoiding unnecessary DRM, the GOG version is the better choice.

Overall: great game, but this is the inferior version of it, so buying this version will only come down to if your not interested in installing mods like texture pack or character skins ect... as well as just wanting it in your steam library for collective purposes but still the GoG version is DRM free.",1296,0,1,0,5,1,2026-04-08,2026-04-08,0,96,18,18
Now rerelease Lost Planet 1 & Lost Planet 2 you bastards!,57,1,1,0,0,0,2026-04-08,2026-04-08,850,19,5,5
6+7 = 13. Vital.,16,1,1,0,0,1,2026-04-08,2026-04-08,234,6,711,711
Honestly I really wanted to play this game BUT. CapCom made us wait to have this game on Steam for years and the game does not work very well. The controls are forgiving since it is such an old game but here's where I gave a problem with this! Well for one the live action cutscenes look way worse on computer than it would on Youtube or Playstation 2. The controls would not let me use shift to run and right and left click to aim and shoot which for a Resident Evil game that sucks. 3. Even when I change a few things I cant get the game to full screen 4. I know I said the controls are bad for how old the game is but if you are going to take this long to release a game might as well have smoother movement! If the game didn't have these issues excluding bad movement I would have enjoyed this more it looks funny and enjoyable,831,0,0,0,3,2,2026-04-08,2026-04-08,0,9,19,19
yeah it's re1 yeah it's tight yeah i imagine somehow the saturn version is better who GAF,89,1,1,0,0,1,2026-04-08,2026-04-08,506,62,482,177
"It's a good port, I had fun with this game
It's cool to finaly have played and finished RE1 for the first time and it's pretty dope they finaly made their classic games avaible on peeshee and will be coming back to this one at some point in the future.

Maybe sooner rather than later because this game pulled the classic "" you got the bad ending because you didnt do this even though there was no indication of it "" so hey it's good reason to for me to comeback and get the good ending.",490,1,1,0,1,0,2026-04-08,2026-04-08,0,111,451,451
Good game,9,1,1,0,0,0,2026-04-08,2026-04-08,556,181,382,382
"honestly not nearly as goofy and terrible as the internet makes it seem. sure theres extremely dated dialogue, but you can get past it pretty easily. honestly the game scared me more than i thought it would even tho its old",223,1,1,0,1,0,2026-04-07,2026-04-07,194,103,602,602
"I've been a diehard RE fan for over 20 years now and beaten almost every game in the franchise several times, but never actually completed this original game. After finally playing through it here, I can say it's still an absolute blast of an experience! I absolutely love the fixed camera and tank control RE games. Anyone who has a problem with tank controls is 100% experiencing a skill issue. One thing I will say is that this one is MUCH easier than the REmake. RE:Enhance mod was really easy to install and makes the experience much better visually and quality-of-life wise so I highly recommend using that. I do have to say the DRM is lame, and should be removed.",670,1,1,0,2,1,2026-04-07,2026-04-07,0,1,492,492
"Fantastic gameplay, unfortunately poor and disappointing port...

⡐⠉⠉⠉⣑⠂⠒⠊⠉⠶⡄⠈⠉⠓⠉⠉⠁⠁⢠⠖⠦⡉⠐⠒⠒⠊⠒⠐⢒⠢
⡄⢂⡁⠸⠱⠉⡀⣁⣰⣟⠁⠀⠐⡀⢈⠐⢈⠁⠈⠘⣆⠀⠐⠈⢀⠀⠻⠣⠀⢀
⠐⡄⣁⣐⣤⣲⣴⣿⣭⣈⡙⠲⣄⠀⠂⢈⠀⣠⡶⢛⣙⣿⣦⣥⣂⣌⣐⣀⡌⡎
⣾⠝⣩⣿⣿⣿⣿⣿⣿⣟⣿⣦⠈⢳⡀⢠⡾⣣⣶⣿⣿⣿⣿⣻⣿⣿⣍⠉⢦⡁
⡟⢰⣿⣯⣿⣿⣿⣿⠀⢨⣿⣿⣷⠀⢿⣟⣰⣿⣿⣿⣿⣿⣟⠉⢹⣯⣿⣧⠀⢻
⡇⢾⡿⣽⣿⣿⣿⣿⣿⣿⣿⣯⣿⡇⢸⡇⣿⡟⣾⣿⣿⣿⣿⣶⣿⣿⣞⣿⠀⢸
⡇⢻⣷⡻⣿⣿⣿⣿⣿⣿⣿⣹⡿⢀⣿⡆⢿⣿⢽⣿⣿⣿⣿⣿⣿⡿⣻⡿⠀⣼
⣿⣀⠻⣿⣍⣟⡿⢿⣟⣛⣾⠟⣡⣾⠏⣷⡘⠿⣷⣛⠿⡿⠿⢿⣻⣼⡿⠁⣴⠟
⠈⢻⣦⣥⣋⡛⢟⠻⢛⣋⣥⡼⡟⣼⡃⡿⣹⢦⣍⡛⠿⠿⠿⠿⢛⣡⣤⠟⣿⠈
⠀⢸⡯⣝⢻⢳⠾⠶⣾⢟⡏⢇⡱⣻⡇⣧⠉⠞⡻⠷⠶⣶⠶⢶⠞⡛⠩⣰⡟⠀
⠀⢸⠇⠈⢃⠊⠁⠃⠂⢈⠐⠠⣜⣿⡀⢿⡀⠐⢀⠉⠑⣸⢿⡌⠐⠈⠀⢿⡁⠀
⠀⢸⡇⠈⠈⠃⠐⠀⢂⠀⢤⡿⠽⣿⠀⡿⠹⣆⠀⠠⢱⠏⣞⢻⡄⣞⢀⠏⠀⠀
⠀⢀⣿⡄⠰⡶⣬⡐⠀⣠⡟⡠⢙⣿⠀⡽⠀⡸⢦⠄⣿⠘⣾⣤⠇⠈⡞⡀⠀⠀
⢀⡞⠈⢧⣤⣬⣥⣄⣀⣻⢾⣥⣎⣿⠀⢼⣀⣛⣏⣤⣭⣳⣞⣉⣀⣀⠇⢸⠀⠀
⠀⠛⢾⢿⣄⣀⣤⣀⣉⣉⠳⢤⣞⡗⠀⢾⠙⣭⠖⠋⠀⠁⠉⠉⠉⣿⣶⠂⠁⠀
⠀⢀⣾⢽⣿⣿⣿⣿⢿⣿⣿⣿⣿⡇⠀⣺⣿⣿⣿⣿⣿⣿⣿⣿⣿⡧⣿⠀⠀⠀
⠀⠀⣼⢫⣿⣞⣷⣯⣟⣾⣽⣾⣽⣿⣶⣿⣯⣟⣾⣳⣯⣿⣽⣳⣯⣟⣿⠀⠀⠀
⠀⠀⡝⣠⢛⡟⠯⡿⣟⣯⣟⣷⠏⠉⠉⠉⠉⢻⡿⣟⣯⣟⢿⢏⡟⢤⣻",620,0,1,0,2,2,2026-04-07,2026-04-14,0,27,842,842
"A piece of gaming history. The game worked flawlessly - no crashes or anything like that. And you can get used to the retro graphics (and tank controls) pretty quickly. 
Only two issues that personally bothered me a little: some keyboard keys can't be mapped by default and Steam overlay is not working. Apparently there's also a some kind of DRM in this release, and while it is strange they put it here, it's such a non issue especially with the game being available without it on GOG.",488,1,1,0,1,0,2026-04-07,2026-04-07,462,62,569,569
"The OG, the game that started it all, in its perfect, unaltered, uncensored version. Yes, it's 30 years old. Yes, it has tank controls. Yes, it has cheesy B-movie dialogue and charming cutscenes with real actors. And I love ALL of it. This is Resident Evil to me in its perfection. It's still as amazing as the day I first played it all those years ago. 10/10 GOAT, would almost become a Jill sandwich again.",408,1,0,0,25,3,2026-04-07,2026-04-07,2480,189,328,328
"The only thing this port lacks is Arrange mode from Director's Cut Dual Shock edition.
Other than that is a pure classic and I love it.

Also + for door skip.",161,1,1,0,6,0,2026-04-07,2026-04-07,363,17,228,109
Not even the director's cut with a DRM attached to it. What the hell? Try harder.,81,0,1,0,3,1,2026-04-07,2026-04-07,0,14,74,73
those ♥♥♥♥♥♥♥ dogs are a little bit more manageable,51,1,1,0,1,1,2026-04-07,2026-04-07,0,4,352,247
Now I see why they argue this is the best survival horror game of its time and maybe even to date. 9/10,103,1,1,0,0,0,2026-04-07,2026-04-07,0,5,803,270
i reccomend for steam if you are like me and want all your re games or games in general in one spot as much as possible. the most tank game in this franchise i have tried it code veronica on my ps2 and it was very difficult to play as i have not finished it yet. on pc with a ps5 controller seemed to make it easier i am not sure if thats true or if thats me gaslighting myself first time playing and finishing one of the ogs but it has drm and what not so do with that what you will,483,1,1,0,1,0,2026-04-07,2026-04-07,210,21,609,609
"While ignoring the fact that they added Enigma DRM into the OG Classics, the 1996 game aged like fine wine in my opinion. After replaying this game (again), it reminded me of the roots of how and why Resident Evil is not just a zombie shooter survival game.",257,1,1,0,8,1,2026-04-07,2026-04-07,149,31,316,316
"Look at this monster!!

Muito obrigado Capcom por finalmente colocar essa trilogia original de Resident Evil na Steam, segunda vez que estou comprando e com muito gosto. Resident Evil para sempre será minha franquia favorita de jogos, ainda que repleta de erros e decaídas, mas quem ama esta do lado desde o início durante todos os seus passos e aqui estou eu, anos mais tarde depois de conhecer a franquia lá em 2001 com Resident Evil 3 de 1999, me apaixonando, caminhando junto a essa franquia por 25 anos da minha vida e ela em si tendo 30 anos.

Sou extremamente grato pelas experiências que a franquia me propôs e, como não poderia deixar de fazer, aqui está uma review do meu jogo favorito da franquia em sua era clássica. Existe algo especial em relação ao Game Design desse jogo que me faz ama-lo muito mais do que tudo que a franquia vai fazer até o lançamento de Resident Evil 4. O Level Design é incrível, magnífico, é de uma genialidade inexplicável o quão interconectado todos os lugares do jogo estão, o nível de labirinto que é a sensação de explorar eles mas o quão recompensador é, acima de tudo, conseguir desbloquear atalhos e voltar para lugares que estivemos antes e ver nosso progresso acontecendo diante dos nossos olhos.

Um combate satisfatório, balanceado o bastante para um primeiro jogo. Ainda mais um primeiro jogo que ousou tanto para sua época, fez tantas coisas inovadoras e hoje em dia, felizmente, é reconhecido devidamente pelo tanto de coisa que criou e estabeleceu na mídia dos videogames.

A História é uma porcaria? Sim.
A Dublagem é horrível? Sem sombra de dúvidas (mas acho que foi por conta de falta de direção e não tanto pelos atores). Mas existe uma certa magia em você experienciar esse jogo, ainda mais quanto mais o tempo passa e ver o quanto que ele ainda se sustenta tranquilamente. Meu Resident Evil favorito, de toda a série, sempre será Resident Evil 4 - em especial o Remake, anos depois, que assumiu o lugar do original. Controles modernos fizeram bem para a série, mas preciso dizer: Controle Tank? Ainda é tranquilo de se adaptar.

Não quero nem um pouco a volta deles, vai me parecer um regresso na evolução do combate e exploração da série. Mas se voltar? A memória muscular esta devidamente em dia, foi assustador o quão rapido eu consegui me ver dentro do universo do jogo novamente. Movimentação, Esquiva, Domínio com a Faca, Espaçamento... Olha, que jogo gostoso!

Bons tempos.
Bom jogo.
Boa franquia.
Bom porte.

Aliás, é isso que isso aqui é, viu, leitores.
Apenas um porte. E é o que ele deve ser.
Sem Upscaling. Sem nada além disso. Ele é um porte, portanto, jogue-o como um porte.",2668,1,1,0,0,0,2026-04-07,2026-04-07,309,13,514,514
finally i can play on steam these classic resident evil games i've been waited for this a very long time,104,1,1,0,1,0,2026-04-07,2026-04-07,0,48,24,11
"Absolute classic, best voice acting I've ever heard.",52,1,1,0,1,0,2026-04-07,2026-04-07,946,21,585,585
"Resident Evil ""fans"" now have another way to not play the game",62,1,1,0,1,0,2026-04-07,2026-04-07,543,76,504,504
rezidivle,9,1,1,0,2,0,2026-04-07,2026-04-07,171,40,597,597
"Chack Register.
The program REQUIRES you to inject something into the registry.
I do not feel safe doing this and it's one of the only games I've ever had asked to change things in my registry.",193,0,1,0,5,0,2026-04-07,2026-04-07,1289,500,17,17
"Genuinely really good even after all this time. Get rid of the DRM Capcom, this game has been emulated to death and I literally only bought it here because I wanted to have it in my library, which I coulda done with GOG or some other service anyway.",249,0,1,0,144,15,2026-04-07,2026-04-07,98,10,710,710
"Watch out, Jill! These residents are evil!",42,1,1,0,0,0,2026-04-07,2026-04-07,187,13,292,110
"THIS GAME IS HARD AS ♥♥♥♥ BUT ONCE IT GETS GOING IT ♥♥♥♥♥♥♥ SLAPS LETS ♥♥♥♥♥♥♥ GO BOYS. GO IN BLIND, USE 0 GUIDES, DON'T BE A ♥♥♥♥♥

EDIT: I USED A ♥♥♥♥♥♥♥ GUIDE FOR A CERTAIN PLANT, WORST PART OF THE GAME",205,1,1,0,4,1,2026-04-07,2026-04-08,637,44,864,746
"I waited over 20 years for this game to come to steam and I'm not disappointed at all it was definitely worth the way! Being able to play Jill & Chris again and being able to Speed Run the game to unlock there guns was so much fun to be had!

There's no other game that I can compare this game to that forces you to Speed Run the game to be able to unlock things, more video games should definitely take this idea and run with it!

I give this game a Speed Run / 10",469,1,1,0,0,0,2026-04-07,2026-04-07,720,51,1074,1055
Perfection!!,12,1,1,0,1,0,2026-04-07,2026-04-07,408,49,916,916
"I was surprised by this game, i played the remake a few years ago and i always thought it was a 1-1 to the og with much better visuals and localization, that is still partially correct, although i dont think it completely makes the og obsolete, i think this game has charm, and as i mentioned even if you did play the remake, it will surprise you since the puszzles and the progresion are somwhat changed. 

Good game, timeless classic, glad i played it <3 the english dub is the funniest ♥♥♥♥ the japanese have made",518,1,1,0,0,1,2026-04-07,2026-04-07,0,9,572,572
Had An Absolute blast playing through this classic that started it all. Highly recommend to those that have played maybe later games in the franchise to give it a try and if you are a newcomer welcome to The Mansion and don't worry about running out of ammo there is much more than you'd be led to believe.,306,1,1,0,0,0,2026-04-07,2026-04-07,0,5,457,457
"Great game, very charming and cheesy. The controls are a bit more limited than RE2 and RE3 with not allowing using shift for running and control for aiming. But once you get around that it has the same great feel of the other OG RE games.",238,1,1,0,0,0,2026-04-07,2026-04-07,488,96,453,424
very scary!!!,13,1,1,0,1,0,2026-04-07,2026-04-07,149,13,599,599
absolutely delicious!!,22,1,1,0,3,0,2026-04-07,2026-04-07,0,10,540,259
Saquenle el drm que me corrompio la bios del sistema,52,0,1,0,1,2,2026-04-07,2026-04-07,0,16,9,7
The game is really fun and I'd definitely recommend it. The controls take a little bit of getting used to but once you get them they are completely fine. Dialogue is terrible but in a really funny way and the general gameplay loop of finding items used to unlock new areas is really satisfying to me.,300,1,1,0,3,0,2026-04-07,2026-04-07,171,21,538,527
"Barry: What is this?
Wesker: Wow, what a mansion!
Jill: Captain Wesker, where's Chris?
Wesker: Stop it! Don't open that door!
Jill: But Chris is--
Barry: What is it?
Wesker: Maybe it's... Chris... (pauses) Now, Jill--Can you go?
Barry: I'm going with you. Chris is our old partner, ya know.
Wesker: Okay. Let me handle this.
Wesker: Stay alert!
Barry: A dining room...
Barry: What? What is this? 
Jill: What is it?
Barry: Blood. (pauses) Jill, see if you can find any other clues. I'll be
examining this. (looks down) Hope this is not Chris's blood...",551,1,1,0,3,0,2026-04-07,2026-04-07,0,164,16,16
