review,review_length,sentiment,purchased,received_for_free,votes_up,votes_funny,date_created,date_updated,author_num_games_owned,author_num_reviews,author_playtime_forever_min,author_playtime_at_review_min
most gog and emulator mods work on this version. game is a classic,66,1,1,0,1,0,2026-04-13,2026-04-13,0,15,1264,484
Main reason I bought this version was to play Hard mode and it's much harder than expected. Still really fun though (got it for 50% off),136,1,1,0,1,1,2026-04-13,2026-04-13,0,12,437,289
very good,9,1,1,0,0,1,2026-04-13,2026-04-13,255,37,684,684
"Works on Steam Deck now, it didn’t at launch because of Capcom’s DRM (which should not even be included in the game but that’s a whole other topic). Valve fixed it by tweaking Proton Experimental, so set that as your Proton version. Great to have these on a handheld as they’ll probably never come to Nintendo Switch. Enjoyers of 1990s Capcom should pick this trilogy up. If you’re only playing on Windows and not Steam Deck, there’s a strong argument for just buying the GOG version as they are superior to everyone who isn’t a lazy Steam Deck owner.",551,1,1,0,4,0,2026-04-13,2026-04-13,0,89,54,54
"love this game!!! i hope capcom will add outbreak, chronicles and  operation racoon city too!!",94,1,1,0,1,0,2026-04-13,2026-04-13,0,3,1685,725
So glad these are finally officially available! Shame that Capcom doesn't see any value in them; the current REmakes just do not live up to the classics. The original RE games are still the best way to experience them. This and the fan RE mods make this the ideal way to play for all three of the original titles.,313,1,1,0,0,0,2026-04-13,2026-04-13,0,32,581,581
ta bueno,8,1,1,0,0,0,2026-04-13,2026-04-13,192,110,589,589
I HATE THIS GAME. I HATE PUZZLES. I HATE SURVIVAL. I HATE I DONT KNOW WHAT IS AROUND EVERY CORNER! None the less I will keep playing this game. very fun and I will always support capcom. 10/10 will play this over and over again. CAPCOM BRING BACK EVERY SINGLE CLASSIC,267,1,1,0,1,0,2026-04-13,2026-04-13,0,3,75,62
gawd yessss,11,1,1,0,1,1,2026-04-12,2026-04-12,360,24,65,51
"The game is amazing, but it definitely needs more support from the devs. Some small improvements would make a big difference, like Steam screenshots support, controller compatibility, and resolution fix. 🗣️

Some of these issues are part of the game's “identity” since it's an older title, some fans will say, “If you don’t like it, play the PS1 or get the remake - this game is perfect as it is.” But come on, it was released on Steam just weeks ago... why not improve these small things?

There are already community patches that fix some of these problems, so it wouldn’t take much effort for the developers to implement similar updates officially... That's why badly I give a negative review right now, feels more like paying to access an old archive, than purchasing a beautiful old game with current support.",814,0,1,0,11,1,2026-04-12,2026-04-18,462,12,33,33
enjoyable,9,1,1,0,0,0,2026-04-12,2026-04-12,96,49,404,404
I liked it :33,14,1,1,0,0,0,2026-04-12,2026-04-12,121,5,778,767
Masterpiece!,12,1,1,0,0,0,2026-04-12,2026-04-12,0,17,100,100
"the goat 😏 unfortunately the door skip its a bit slow at me idk how to fix it, in re1 its instantly",99,1,1,0,1,0,2026-04-12,2026-04-12,97,70,443,180
"This game absolutely the best Classic OG Games you want to play over & over .
Just Finished scenario A & B , Ton of fun .
 Resident Evil 2 Classic old school is quite simply a masterpiece .",189,1,1,0,0,0,2026-04-12,2026-04-12,75,7,672,672
one of the greatest game of all time. shame re2r didn't keep some of the iconic areas from the original game. 9/10.,115,1,1,0,1,0,2026-04-12,2026-04-18,0,39,265,240
"me see resident evil 2
me play resident evil 2
me happy",57,1,1,0,1,0,2026-04-12,2026-04-12,0,17,662,662
Loved it. This is actually significantly better then the RE-make. Just more fun and engading? I also reaallly hate the bits they cut from OG Resident Evil 2. This feels grander and significantlly bigger then the REmake. Werid that this has more depth and is much more fun then the REmake. Not saying the REmake is bad. But damn! This is easily up their as one of my favorite games of all time! I had a blast playing this again.,427,1,1,0,0,1,2026-04-12,2026-04-12,586,92,552,552
"This game absolutely rules and is a more than worthy successor to RE1. Of the OG trilogy this one rivals the first game so closely that fresh off a playthrough I may just rank it above it (and that's saying a lot. I adore RE1). I think 1's route variation wins me over just a bit more but the atmosphere and art direction of this one deliver in absolute spades. RPD is a brilliant hub and the latter end of the game builds on the secret lab themes of the first nicely (I do still like the understated, lonely feel of 1's lab but the focus on developing Umbrella's twisted experimentation here is fantastic). The A/B route structure also gives a really rewarding sense of replayability and keeps the narrative experience fresh. To this day I still internally debate whether I prefer Leon A/Claire B or Claire A/Leon B!

Yes, the DRM is silly and it shouldn't be on the end user to make this release properly definitive, even if it is easily avoided using Mulderland's guide (seriously just go look this up, fixes everything in a cinch) but it will not stop me from giving this absolute classic the thumbs up it deserves. This and Resi 1 remain titans of the series and I will gladly sing their due praises.",1205,1,1,0,0,0,2026-04-12,2026-04-12,0,37,1028,691
"This game is a classic and one of my favorite games of all time, but this version seems busted. Halfway through my first playthrough, the action button stopped working. I got it working again by uninstalling the game, deleting all the files (except my saves) on my PC, then reinstalling the game again. Such a hassle. For many other games, I would have just quit, but I wanted to relive my childhood with this one. I also checked and there seems to be a lot of people affected by this annoying bug. I recommend everyone play this game at some point, but not like this.",568,0,1,0,2,0,2026-04-12,2026-04-12,0,39,949,248
It's RE2. Stop looking at the reviews and play the game.,56,1,1,0,1,1,2026-04-12,2026-04-17,220,10,309,242
The game that got me into RE. 10/10,35,1,1,0,1,0,2026-04-12,2026-04-12,261,8,432,432
"Resident Evil 2 is quite simply a masterpiece, Capcom at their peak and one of the greatest games made.",103,1,1,0,0,0,2026-04-12,2026-04-12,0,363,768,250
Litteralty love that they added these. When Is Konami gonna lock in?,68,1,1,0,0,0,2026-04-12,2026-04-12,0,8,142,142
"I have no idea how many times I played this game. I have ran this on probably 4+ different platforms. Back in the late 90s when it came out on PS1. Later on PS2 again, following that on PSP and now on PC. There is certainly a nostalgic sentimentality involved when I think of this game, and not just the original trilogy (all of which are some of my favorites), but this game in particular. This was the first game I played in the series, or in general the genre. Even after over two and a half decades later I still love playing this as much as I did as a kid.

I can't really describe how this felt. I remember my very first time I shot the shotgun in Leon A scenario. I fired and a zombie was cut in half. My 11 year old self lost his ♥♥♥♥. The awe and joy, back then games weren't like this. This is even before I knew I could aim up to pop the dome. Not only can I recall the experience, I know exactly where I was, who I was with, what time of day it was etc etc. It was a defining moment in gaming experience in my life. Nostalgia factor? ♥♥♥♥♥♥♥ check.

Anyway this is the original fixed camera survival horror. For those who are only familiar with the modern remakes, this was way different. You fought the controls as much as zombies fought you. Eventually you were the expert, but it wasn't easy or intuitive as over the shoulder third person shooting we are more familiar with now. Still even now when I play it, I hardly struggle.

This game (and as well as other RE/Dino Crisis games) ooze atmosphere an tension. The soundtrack, from the ambient sounds, to footsteps, to zombie moans to licker tick etc etc. It all feels so distinctive, it all feels like you are in this tense fight for your life scenario. Even when I play modern games in the same genre. It always comes back to this. To further my point when I play RE2R and RE9 I still use the old BGM. The safe room BGM, the RPD tunes, etc etc. They were phenomenal. It creates such a strong aesthetic impact you will rarely find nowdays.

Game itself it actually simple. You run around solving puzzles and occasionally putting  a cap in someone's ass. Game supplies you with plenty of hardware. You play as either Leon or Claire. Each having two scenarios A and B. Each being complimentary to the other. Some decisions you make in Leon A will impact Claire B and so forth. While in today's standards that is nothing to write home about, back then that was groundbreaking. Do I leave that SMG for Claire, or the side pack? Or both?

Game primarily can be summed into proper route and inventory management. In itself the game is not difficult, and looking back on it, that was the correct thing to do. Gaming back then was still in it's infancy. Majority of us were kids. No way I'd be playing no damage SSS DMD runs back then...The game pretty much is strategically saturated with ammunition to kill everything that moves, while still managing to feel tense, suspenseful and enjoyable.  While in this time and age I played so many games with some insane audiovisual feedback for shooting.  Something like Cultic, Selaco, Doom Eternal on and on are just marvels, I still can't describe how my face lights up when I blast a zombie or few heads off with a shotgun. Or when I pull out the magnum and heads go boom. To this day, nearly three decades after, it is all so satisfying...

Story in all reality is silly. Especially considering how outdated the graphics are, no motion capturing, voice over being like someone's friend's had a drunken weekend recording so on and so forth. Yet still, Racoon City incident is iconic. I don't have to explain why. RE9 just came out and we still have not got past it. Racoon City incident is as iconic as Doom's Mars, FFVII's Midgar, Counter Strike's Dust II (yeah I went there, ♥♥♥♥ off) on and on. When I think of survival horror I think of Racoon City and Spencer Mansion. I Think of Leon, Claire, Chris and Jill. This game's impact is monumental, and if you can get past the outdated aesthetics. You will see why,

There is really not much to say here. I have been playing video games since I was maybe 5-6 years old. Back when Doom was out and it was all the rage. I lived through Build Engine games. Duke Nukem, Shadow Warrior, Blood, Tomb Raider, Fallout, Final Fantasy on and on, this is one of those giants. I don't say that lightly. There is a damn good reason so many of us point back to this (and RE3 Nemessis). This nearly three decades after it's inception, is still absolutely superlative.",4522,1,1,0,1,0,2026-04-12,2026-04-12,0,73,724,573
good game that i like to play,29,1,1,0,0,0,2026-04-12,2026-04-12,0,12,1355,705
"It's a classic for a reason. If RE1 wrote the book on survival horror, then this refined and perfected it while paving the way for the bombastic action the series would later incorporate in RE4. Honestly, I think I prefer this to the remake, which I played first.",263,1,1,0,2,0,2026-04-11,2026-04-11,0,21,767,767
Yep its good.,13,1,1,0,0,0,2026-04-11,2026-04-11,0,73,241,183
Evet,4,1,1,0,0,0,2026-04-11,2026-04-11,176,89,20,19
Iconic.,7,1,1,0,0,0,2026-04-11,2026-04-11,0,85,155,155
"Mostly builds upon everything the first game did, having both characters have their own routes is so cool and the zapper system just makes it better, wish they used it more! Leon and Claire are both fan favourites for obvious reasons, jill and chris can be quite wooden in the first game. RPD is a top 5 video game location of all time, the flow of finding the keys and exploring just feels so good. 

Lickers are very cool, but the Ivy's and spiders feel very one note to me, and the boss fights in this game are a step down from 1 and 3. In fact one you leave the RPD the game feels a lot more aimless, and becomes significantly linear. 

About on par with RE1, the remake is one of my favourite games of all time and playing this has made me appreciate it even more. 

9/10",776,1,1,0,0,0,2026-04-11,2026-04-11,153,34,406,406
"Great game, must play. Even if its old gameplay still holds up and is really fun.",81,1,1,0,0,1,2026-04-11,2026-04-11,0,22,975,975
"Absolute gem of a classic. I use to get anxiety working myself to boot this up on my PS1. Then I'd lose myself in the world of RE and Racoon City. This was peek RE for me way back. Still is (maybe just nostaglia). It might have the old tank controls but still goes toe-to-toe with the remake of it. And for how old it is, that's impressive. Such a masterpiece. 

If you haven't experiences the OG RE2. Do it. It's $4. No reason not to!",435,1,1,0,12,0,2026-04-11,2026-04-11,615,175,612,612
"wooooow, this is great",22,1,1,0,0,0,2026-04-11,2026-04-11,165,29,742,247
"This is also available on GOG for anyone who prefers a completely DRM free experience. Thank you, Capcom, for rereleasing these absolute masterpieces.",150,1,1,0,1,0,2026-04-11,2026-04-11,553,188,74,55
"Just played Leon's story, honestly, pretty great considering I gave up on the remake. I thought it was too, ""hard."" Even this was hard to adjust to, I beat the game on easy mode because the beginning pissed me off so many times with so many zombies being unpredictable. That's just me playing terribly, definitely recommend for anybody who is familiar with the Resident Evil franchise like myself.",397,1,1,0,1,1,2026-04-11,2026-04-11,0,9,4959,4959
"Wow.

Typically, when I go back and play the original verison of a game I played for the first time as it's remake, I typically can appreciate the game for it's time but still feel as if the remake is just vastly better. This is one of the first cases where I feel like the original was just as fun.

I liked Resident Evil 1 Remake, but the game was too annoying and difficult for me to really love it or have any desire to play it again anytime soon. Resident Evil 2 however is much more streamlined and easy to understand.The RPD is much easier to memorize and navigate compared to the Spencer Mansion, and the amazing soundtrack always kept you on your toes. There are much more resources compared to RE1R, but I felt like that helped out with this game as I always had enough Ink Ribbons to be able to enjoy the game instead of being worried I'll die to some thing and have to slog my way through the game again. I think part of it is that the game is much easier than RE1R, but I honestly prefered it that way. I was also shocked by how different the game was from the remake. The enemy placement was a lot different, and there was a lot more enemy variety. It made the game feel like a new experience even though I've played Resident Evil 2 Remake dozens of times. I can't say this game is better or worse than Remake, it's just different. And I like that because I was able to see how awesome this game was for it's time and how it really laid the foundation for Remake and the series going forward.

The story was also was pretty good. RE1R's story felt like a silly afterthought that really could have been an email, and although this game's story is no RDR2, for the time it was really impressive, and I was pleased with how it took itself seriously in a way that really enstilled the fear of environment and gameplay.

The only dissapointment I have to say about this game is the zapping system. For years, I have heard about amazing this system is, and how much better the A/B routes are in the original game over remake. They're better, but barely. I can only really think of one meaningful decision that impacts the B playthrough, at least what I noticed. It's mostly the same puzzles again, just like 2 remake. The story is more consistant than RE2R for sure, but you still end up doing the same puzzles Leon already did and it really makes no sense. I was expecting entirely new puzzles and enemy placement by how people described it, but it was really underwelming and overhyped. But I won't hold that against the game because I don't hold it against RE2R. I just see the B route as a slightly different way of replaying the game, and here it's the same thing.

I don't have major negative things to say about the game, and I never found it frustrating like RE1R. I can see myself replaying this many times, and I really liked it. I'm looking forward to Resident Evil 3: Nemesis now!!

10/10",2920,1,1,0,0,1,2026-04-11,2026-04-11,862,162,623,623
"Clair B is superhard, It's real zombie souls-like that you should try once. If you give up, you're normal.",106,1,1,0,0,0,2026-04-11,2026-04-11,0,45,303,303
RE2,3,1,1,0,0,0,2026-04-11,2026-04-11,0,34,1062,361
Ada Wait,8,1,1,0,2,1,2026-04-11,2026-04-11,285,10,930,924
"after finishing the game, I can say that this game can go toe to toe with the remake even when it does lack in modern controls/support. Good Game try it if you've only played the remakes and latest titles.",205,1,1,0,0,0,2026-04-11,2026-04-11,116,20,261,261
fun,3,1,1,0,0,0,2026-04-11,2026-04-11,0,1,36,36
goated with the sauce? better than the remake? yes...,53,1,1,0,0,0,2026-04-11,2026-04-11,0,20,387,387
better than the og but metal gear solid walks all the old RE games like diseased dogs straight to euthanasia,108,1,1,0,1,1,2026-04-11,2026-04-11,341,80,501,310
"Great port, very fun game with alot of replay value. 
It was cool to see how Leon started his resident evil adventures in the original game. I had never beaten OG 2 so it's dope that it's on pc and it works with no problems whatsover.
I think I prefer this over the remake as I'm writting this.",296,1,1,0,0,0,2026-04-11,2026-04-11,0,111,508,508
Great port,10,1,1,0,0,0,2026-04-11,2026-04-11,289,28,1190,1190
I think by now we all know this is the best game every made...,62,1,1,0,0,0,2026-04-11,2026-04-11,377,3,386,337
Yes,3,1,1,0,0,0,2026-04-11,2026-04-11,32,12,616,616
"While the remake did a great job imo, we need to go back to basics (plus, I still prefer the original over the remake). So glad to see this classic on steam, complete with all the bonuses, unlockables, and Extreme Battle mode. Gotta love the setting, the lore, the characters, the soundtrack and the gameplay, including the puzzles, combat and survival horror aspects. I still find it amazing that you have 4 different campaigns: Leon A, Leon B, Claire A and Claire B. A very detailed game. Well... A classic is a classic.",522,1,1,0,2,0,2026-04-11,2026-04-11,0,212,59,57
"While the controls take a little getting used to and in my opinion a little tweaking in the setting, this is a very fun game and is a great way to experience the original Resident Evil 2.",187,1,1,0,0,0,2026-04-10,2026-04-10,15,2,1136,197
"While it is my favorite of the series, i've encountered more issues the more I play. First it was controller issues where mine just randomly stopped working until I messed around with steam controller configs. Now when I pause and go back the entire game freezes.

Avoid and just use an emulator.",296,0,1,0,1,0,2026-04-10,2026-04-10,0,24,284,234
"‘There was this …incident…. 
Involving zombies…
In a mansion…’

There’s just something magical about this one, still extremely fun to play nearly 30 years after it came out. From the haunting piano soundtrack and so-bad-it’s-good voice acting to the wider scope of plot and action, it’s all aged much like Leon himself (slightly grizzled but still cool as hell). 

It required a little bit more effort than the first one to work on Deck but if I can do it, so can you. Cheers to DeckWizard on YouTube for the clear, helpful and short guide. 

Halfway through my second playthrough now and excited to step step back into the world of survival horror again. A great amongst 1998 greats.",684,1,1,0,1,0,2026-04-10,2026-04-10,0,8,543,376
Classic,7,1,1,0,0,0,2026-04-10,2026-04-10,0,6,1086,196
nice,4,1,1,0,1,0,2026-04-10,2026-04-10,0,5,549,549
re2 1998 one of the best video games ever made send tweet,57,1,1,0,0,0,2026-04-10,2026-04-10,0,34,550,543
The best survival horror RE game.,33,1,1,0,2,0,2026-04-10,2026-04-10,1631,104,424,245
It just works. GOG has the DRM free version.,44,1,1,0,2,0,2026-04-10,2026-04-10,555,76,2073,1302
Still holds up,14,1,1,0,1,1,2026-04-10,2026-04-10,0,23,718,452
"First time playing. I liked this one a lot more than the first one. Although the puzzles are way too easy, the rest was more scary and more challenging. The (massively) increased number of enemies makes rooms a lot more interesting, and the QOL changes like the map actually showing your position make things a lot smoother. The two scenarios are really cool and the little things that carry over to Scenario B are really fun.

PC port can have some issues. I would recommend playing with the Classic REbirth patch. It is based on the Japanese version, so you'll have to play Arrange mode for the American (harder) difficulty, and the ranking goes up to S instead of A. 4th survivor and Tofu survivor being unlocked instantly is also pretty lame imo, but not a huge deal. Game ran perfectly, had no controller issues either on a PS5 controller once I patched the game.

Also, worth mentioning that this is literally the GOG version with added DRM. Very lame. But the game itself is great",991,1,1,0,2,0,2026-04-10,2026-04-10,381,70,464,464
"Best game in the series now on steam. Only problem with this port would be no cutscene skip, even though you can skip doors, but you could just mod it in if it bothers you that much. And no auto aim in original mode, but just git gud lol",237,1,1,0,1,0,2026-04-10,2026-04-10,203,17,770,770
game is obviously fantastic...is re2 original...incredible..especially with hd mods...but the steam version is GARBAGE since they put in Enigma DRM...simply buy the GoG version from their site without any DRM. Better 100%.,222,0,1,0,18,0,2026-04-10,2026-04-10,0,4,852,852
"Goated as always, remove DRM please capcom",42,1,1,0,1,0,2026-04-10,2026-04-10,264,92,300,300
Re1 remaster is great but i like this even more. Level design is so consistent and the music is something else. Given I played the remake first I was expecting more Mr. X but the zapping was fun as well so each have pros and cons.,230,1,1,0,0,0,2026-04-10,2026-04-10,96,20,886,886
cool,4,1,1,0,0,0,2026-04-10,2026-04-10,306,36,571,571
I missed playing these classics. Thank you Capcom for feeding us again.,71,1,1,0,3,0,2026-04-10,2026-04-10,550,20,123,77
ah good old tank control so fun,31,1,1,0,0,0,2026-04-10,2026-04-10,0,168,924,778
That classic score that plays when you enter RPD for the first time never gets old.,83,1,1,0,0,0,2026-04-10,2026-04-10,0,154,481,479
contains at least 2 evil residents,34,1,1,0,1,1,2026-04-10,2026-04-10,260,54,286,286
"Ohhhh the nostalgia, my childhood. It's so peak. Someone else said this game is like getting cozy with a warm blanket and I couldn't agree more. This is one of my favorite horror games and one of the greats. If you haven't played it, do yourself a favor and pick it up.",269,1,1,0,0,0,2026-04-10,2026-04-10,0,13,391,207
I have played almost all the resident evils mostly the remakes and the originals and it is nice to have the originals for resident evil 2 and 3 on steam.,153,1,1,0,0,0,2026-04-10,2026-04-10,52,11,500,231
"Another masterclass, 28 years later and it still one of the best game i have played in my entire life and i'm not exaggerating. I absolutely love every second of this game and i lost the count of how many times i finished it. Think i'll never get tired of it.

A game that takes me back to the good old days and simpler times in life, but also when games where made with passion, dedication and love.",400,1,1,0,1,0,2026-04-10,2026-04-10,0,152,1080,260
MY FIRST EVER VIDEO GAME AND IT'S STILL SOOOO FREAKING PEAK,59,1,1,0,1,0,2026-04-10,2026-04-10,217,28,524,272
"Original will always remain the best! Remake is good, but I'm having a blast! On my second playthrough with Claire B with whole different perspective with different items. 10/10",177,1,1,0,0,0,2026-04-09,2026-04-09,0,8,743,242
"After playing RE9, I replayed RE2 remake, and I was ITCHING to play RE2 OG, and almost broke down and just emulated it. So this game at the literal perfect time for me personally. Emulation is fun, but I much prefer just being able to boot up Steam and everything works out the gate.

RE2 original is a fantastic game. There is just something about the graphics that speak to me. It's so 90s, and it feel very warm, like a blanket. Which I know is weird to hear from a zombie game.

If you've already played the remake and question if you should bother with the original, my personal opinion is 100% yes, only if you're familiar with retro games and you don't have a problem with stepping back in time.

The tank controls will feel very odd at first. I literally died at the intro because I forgot how to walk ha. But after like 10 mins/you get to the station, somehow the controls will feel second nature.",906,1,1,0,0,0,2026-04-09,2026-04-09,0,14,83,83
NO ACHIEVEMENTS? WHAT THE ♥♥♥♥ CAPCOM?,38,1,1,0,0,1,2026-04-09,2026-04-09,839,20,25,25
worth every single minute,25,1,1,0,0,0,2026-04-09,2026-04-09,128,26,571,571
RE2 baby,8,1,1,0,1,0,2026-04-09,2026-04-09,0,16,728,728
"I noticed that the movement is smooth compared to the old versions. Good job, Capcom!

Also, you can play the game offline. I don't know why some people say they can't.

Code Veronica next, please?",197,1,1,0,0,0,2026-04-09,2026-04-09,0,3,111,42
nice  game,10,1,1,0,0,0,2026-04-09,2026-04-09,123,13,576,576
"[b] IMPORTANT NOTE: I have finished both Leon and Claire's campaigns but I was playing with both the Classic Rebrith and Seemless HD mods installed, which requires you to launch the game with a seperate executable file. All of that to say, that's why my playtime is low, even though I've played a lot of the actual game and feel comfortable in reviewing it [/b]

An excellent game! So after playing through Resident Evil 3 Nemesis, I wanted to play the original RE2 as it’s such a legendary game. I am approaching this one differently to RE3 though, whereas with that game, I hated the remake but ended up loving the original, and with this one, I liked the remake, so I mainly was just interested to see what the original was like. So what did I think?

Like I’ve mentioned in the past, I love the PS1’s graphical aesthetic especially when it comes to horror games, and here it’s no different. The character models still look decent, especially for this being a late 90s game. Obviously the faces are static, but considering some of the other 90’s games I’ve played, this one stands out. Plus I did play with the HD mod, which makes everything look more smooth and like an actual remaster rather than just an updated GOG port.

The OST is of course incredible too with the save room music being so iconic and even some other tracks like the main hall RPD track. It also made me appreciate the sound design more, specifically since the game uses fixed camera angles and oftentimes the camera will be pointing in the opposite direction from where the enemies are coming from, so you have to rely on the sound to tell if you're doing damage to enemies and how close they are as you fire away.

As for the story, I’ll talk about both campaigns individually. I did a Claire A and Leon B route. Claire’s campaign, I remember liking more in the remake, since you have Sherry and Claire’s dynamic which is very endearing to watch, and it’s pretty sad when you see how ruthless and mostly non-caring her parents are. You encounter Annette Burkin in both campaigns but what I like about Claire's is that it shows the bit of the humanity that is still in her and that love she has for Sherry, whereas William seems to just care about his research. Also there’s the encounters with Chief Iron’s who I found to be a bit more comical in this version, especially when he’s threatening Claire with a pistol in the cutscenes, while she literally has a grenade launcher in her hands. Dude I can blow you up, BBQ you or melt you with Acid rounds, I win the who has the bigger gun contest lol Gameplay wise, I like Claire’s weapon line up, as her grenade launcher is just an awesome workhorse weapon to have with its multiple ammo types and good for crowd control. She also gets the crossbow, which is actually very effective at taking out zombies quickly, but it fires 3 bolts per shot, so you have to use it wisely.

Leon’s campaign I found to be good but less interesting overall. I found the running gag of him saying no one ever listens to him to be funny and his relationship with Ada is nice to watch grow. I did find his campaign more challenging overall, as I seemed to run into way more licker’s with him and they just eat shotgun rounds for breakfast. Plus you have Mr. X, who obviously is not the full on stalker like he is in the remake and basically was proto Nemesis, before RE3, but the few entrances he does have were pretty cool. Especially the one where you see him slowly walking towards the security camera. You can pretty much just run past and avoid him until the end when you do need to have a boss fight with him. Leon’s weapons are decent as I liked his pistol more, especially when you find an upgrade for it, and the shotgun is awesome with its upgrade. And the magnum is just great at clearing out rooms full of zombies. The flamethrower sucks hard though.

But ya, ya other than that the gameplay loop is still satisfying with the usual survival horror gameplay, though I did find the puzzles to be a little too easy compared to RE3, which had way more complicated ones.

Overall, a great game and I can see why fans of the series hold this one up there as one of the best. It does make me want to go back and replay the remake as I think I’d have a better love and appreciation for it now.",4301,1,1,0,1,0,2026-04-09,2026-04-09,0,138,14,14
"DRM, no direct support for Steam Deck
No effort was put in this release, just buy the trilogy from GOG, at least it's DRM-free",126,0,1,0,23,4,2026-04-09,2026-04-09,420,12,134,32
Amazing game didn't expect it to be soo good like the remake.,61,1,1,0,0,0,2026-04-09,2026-04-09,66,41,686,332
better than remake,18,1,1,0,3,1,2026-04-09,2026-04-09,0,26,560,560
"Holy moly if you have alr played re2r you will defo enjoy this, it does have tank controls but they are 10x times better than in re1r",133,1,1,0,0,0,2026-04-09,2026-04-09,93,10,341,341
so goated,9,1,1,0,0,0,2026-04-09,2026-04-09,0,5,544,503
10/10,5,1,1,0,0,0,2026-04-09,2026-04-09,417,339,13,13
"""Hold your fire"" Leon s Kennedy",31,1,0,0,0,0,2026-04-09,2026-04-09,0,36,1267,232
"great game, saves do not transfer to other devices thats the reason for the time",80,1,1,0,0,0,2026-04-09,2026-04-09,0,21,842,653
"Eu tava com medo do jogo não rodar por conta dos requisitos, 8GB de RAM E Windows 11 são duas coisas que não tenho, mas rodou perfeitamente!

Coisas que gostei:
- Pular a animação das portas é ótimo
- opções gráficas sempre são bem vindas
- Galeria com arte conceitual e modos extras são massa

Coisas que não gostei:
- cadê minha opção de mira automática?
- não dá pra pular as cutscenes? sério? Até na versão de gamecube tinha isso.

No geral, fico feliz só de ter a opção de jogar esse clássico sem precisar de emuladores, pra ser melhor só adicionando conquistas e uma opção nativa de deixar os gráficos e texturas em alta qualidade como em alguns mods.",668,1,1,0,12,0,2026-04-09,2026-04-09,73,37,740,27
Best Resident evil DRM Sucks tho,32,1,1,0,0,0,2026-04-09,2026-04-09,0,10,257,226
i have loved this game since I played it back on my N64. love using the infinite ammo code to mow down the enemies that use to scare me when i was a kid. I bought this during the steam sale for only $5 so it is definitely worth every penny. i would have bought it for $10 when it wasn't on sale. definitely better than paying over 100 dollars for an old console version.,370,1,1,0,1,0,2026-04-09,2026-04-09,0,1,2234,1308
"Leon: It's over...
Claire: No, I have to find my brother!
Leon: You're right, this is just the beginning!

10/10",112,1,1,0,0,0,2026-04-08,2026-04-08,245,3,1451,809
re is re so ya get it,21,1,1,0,0,3,2026-04-08,2026-04-08,0,1,403,288
fun,3,1,1,0,0,1,2026-04-08,2026-04-08,0,62,535,535
That guy's a maniac! Why'd he bite me?!,39,1,1,0,2,2,2026-04-08,2026-04-08,0,7,755,755
Nice,4,1,1,0,0,1,2026-04-08,2026-04-08,238,69,833,483
unplayable on PC unless you allow it to edit your registry,58,0,1,0,5,3,2026-04-08,2026-04-08,124,21,5,5
"I've been waiting way to long for a copy of this to show up here. Best game ever. I hope Code Veronica gets on steam too, I will buy it the moment it does.",155,1,1,0,1,0,2026-04-08,2026-04-08,0,17,661,75
"Takes so much effort to get working on steam deck, Its easier to pirate this game than to play it legally. What where they thinking. It wouldn't take much to fix it either, pure lazyness",186,0,1,0,8,5,2026-04-08,2026-04-08,427,66,192,88
Don't forget to upgrade the game with enhanced textures!,56,1,1,0,0,1,2026-04-08,2026-04-08,148,1,442,362
"its a pain in the ass to get working on steam deck but unfortunately im psychotic enough to enjoy troubleshooting it so i didnt really mind it as much as others

its resident evil 2 so its amazing by default",207,1,1,0,0,1,2026-04-08,2026-04-08,193,39,260,177
"DRM sucks but make no mistake, this game is pure CINEMA.",56,1,1,0,3,0,2026-04-08,2026-04-08,0,8,852,852
It isn't better than 4 but damn is it close.,44,1,1,0,0,0,2026-04-08,2026-04-08,0,18,451,451
Peak,4,1,1,0,0,0,2026-04-08,2026-04-08,36,2,893,893
