review,review_length,sentiment,purchased,received_for_free,votes_up,votes_funny,date_created,date_updated,author_num_games_owned,author_num_reviews,author_playtime_forever_min,author_playtime_at_review_min
Get over the tank controls and just play it.,44,1,1,0,1,0,2026-04-07,2026-04-07,148,1,622,296
"This game is genuinely so beautiful. Seeing the original R.P.D. after playing the remake first was a huge deal for me, by the way i love that we see Claire more often while playing leon's campaign and it's a shame they didn't kept this in the remake. 

(although the only thing i liked more about the remake was how they built leon and ada's relationship, i think they make more sense there instead of falling in love so quickly like in the original. go my aeonlings) 


thank you capcom for bringing this gorgeous game to steam, can't wait to try the rest!",557,1,0,0,10,0,2026-04-07,2026-04-08,0,12,2137,2086
Loaded with great content that allows for tons of replayability. Without a doubt worth the purchase if you like/don't mind the tank controls.,141,1,1,0,0,0,2026-04-07,2026-04-07,488,96,1350,842
Favorite classic RE. Great version on in spite of DRM. GOG version side steps that entirely.,92,1,1,0,0,0,2026-04-07,2026-04-07,0,4,543,411
it's a good game i like the music i like the ambience i like the art style i like the gameplay i cant think of something i dislike i think it's good,148,1,1,0,0,0,2026-04-07,2026-04-07,0,74,673,206
It's pretty good.,17,1,1,0,1,0,2026-04-07,2026-04-07,551,202,425,407
Story is peak. Leon is a cutie patootie,39,1,1,0,1,0,2026-04-07,2026-04-07,0,23,404,404
best in the series,18,1,1,0,3,0,2026-04-06,2026-04-06,312,12,1302,1088
I love Resident Evil 2,22,1,1,0,2,0,2026-04-06,2026-04-06,101,17,1514,774
"I never played a classic RE game before.
Bought the game for 5 bucks, installed Seamless HD for a better experience, what a vibe, definitely one of the best old school games i have played. Cant wait to finish and start RE3 Nemesis :)

PS: the game ran really good for me, no crashes, no lags and no bugs, solid 10/10 experience.",328,1,1,0,5,0,2026-04-06,2026-04-06,0,10,824,503
"I personally still prefer the remake for the general improvements made, but the original still holds up to this date, surpassing the remake in some aspects like the B scenarios.",177,1,1,0,3,0,2026-04-06,2026-04-06,141,8,848,723
I'm the guy in the picture on jills desk,40,1,1,0,2,2,2026-04-06,2026-04-06,0,1,614,297
"This game is very fun, yes yes Very Nice, Very Evil!",52,1,1,0,2,0,2026-04-06,2026-04-06,0,64,345,141
peak,4,1,1,0,0,0,2026-04-06,2026-04-06,0,35,423,218
"[i] September 30th, 1998. It's a day I'll never forget. The cop inside me died that day. And that night, Raccoon City was wiped out, thanks to the bioweapons created by Umbrella. Somehow, I made it out. But too many others...weren't so lucky. I was ""asked"" later to join a top-secret government program. Not that I had a choice. The training, the punishing missions...nearly killed me, but at least they kept my mind off everything. If I could just forget what happened that night - the pain, even for a second? This time, it can be different. It has to [/i]",558,1,1,0,0,0,2026-04-06,2026-04-06,233,129,760,34
"Had controller issues, but this is still one of the best RE games",65,1,1,0,1,0,2026-04-06,2026-04-06,0,359,473,261
The best resident evil game snag a copy to relive a old school game.,68,1,1,0,1,0,2026-04-06,2026-04-06,0,88,710,498
Ya babacım oyun iyi güzel de şuna lütfen remaketen daha iyi demeyin. Lağım sectionu sadece bi valveı döndürüp gitmekten geçiyor ve ez yani. Lab kısmında bütün senaryolarda yapacağınız ayrı ayrı şeyler mevcut ama hani onun haricinde bile o kadar sınırlı ki tek bir runda yaptıklarınız basit kaçıyor bence remake'e göre ama lakin oyun yine de zapping sistemini güzel yapmış fakat Mr.X remaketekinin yanında LoLdeki topcu minyonu kalır,432,1,1,0,2,1,2026-04-06,2026-04-06,241,12,446,446
"Hey, it's up to us to take out Umbrella",39,1,1,0,0,0,2026-04-06,2026-04-08,196,64,734,734
pure cinema.LLLEEEEEOOOOOONNNN CCCCLLLAAAAIIIIIRREEEEE,54,1,1,0,0,0,2026-04-06,2026-04-06,218,42,791,193
Really enjoyed playing this classic!!,37,1,1,0,0,0,2026-04-06,2026-04-06,0,25,697,673
"I miss William Birkin's dramatic antagonism I will never ever forgive Capcom for giving Birkin less characterization and argumental importance in the remake like he isn't the main cataclysm of RE2 and 3 events. Let him be evil dude

Nonetheless I do thank Capcom for nerding out on G's character overall in the remake like yeah that monster is actually a character and his mutations have a lot of sense now 

If you mix 1998 William Birkin and 2019 ""G"" monster, you have yourself the best of both worlds",503,1,1,0,2,0,2026-04-06,2026-04-06,133,51,732,390
Can not work on steam deck,26,0,1,0,1,1,2026-04-06,2026-04-06,0,3,527,235
"I have played the Sourcenext PC Port, so ignore my playing hours. I'm not reviewing the port.
I've played this recently for very first time , I have played the remake before. It's really good. I don't think this is better than remake but also not worser than remake, in a way , I think both games are too different to be compared to each other tbh. Because of that, i would actually recommend playing this even if you played the remake, as there's many differences between two and unlike other people, I don't think neither of them are bad and can co-exist with each other (both offer something new). It's solid game, interesting environments, feels good to play and just   to put simply, a great game. If you have played the remake and enjoyed it, i highly recommend giving this a try as well.",794,1,1,0,0,0,2026-04-06,2026-04-06,816,140,16,8
Spot on. All three.,19,1,1,0,0,0,2026-04-06,2026-04-06,0,54,438,212
.,1,1,1,0,0,0,2026-04-06,2026-04-06,48,8,945,945
FINALLY IT'S ON STEAM,21,1,1,0,1,0,2026-04-06,2026-04-06,319,75,577,236
"Very happy to see Capcom finally release the original trilogy on Steam. The remakes are fantastic, but the originals offer an experience that simply doesn't exist in the remakes.",178,1,1,0,0,0,2026-04-06,2026-04-06,1729,17,656,513
"Exactly as I remember it growing up. I didn't personally have any issues with DRM, took maybe 10 seconds to get through the pop ups upon initial launch. Only complaint is the audio completely blasting my ear drums every time I open it, but thankfully I've got a DAC to help with that. Overall no issues and I highly recommend to everyone who grew up playing this game!",368,1,1,0,1,1,2026-04-06,2026-04-06,0,11,647,262
"If, like anyone should, you play Resident Evil with a controller, the controls in this are UNPLAYABLY broken. 
What do I mean by this?
I've used 2 different controllers, the bindings are bound so that shoot and aim are somehow hard locked to the same button. So as soon as you aim you fire. 
Not that bad an issue? You cant open the first door in the game. 
Wait until it gets a patch to fix the broken controls.
 
This is the much bigger issue than DRM issues. (If you care about that, this is literally just the GOG release but on steam, go get that instead. It has the same controller issues) 

I've tried multiple controlers, changing ini files, changing the registry values, launching directly from the exe, launching from the launcher. Nothing fixes it.

Resident evil 1 and 3 works fine. So i have 0 idea why this doesn't. 

Also If you also want to run this on steam deck, be prepared to do all sorts of registry tweaks to get it running also.

I can accept a bare minimum port if it's functional. This aint it.

Update - Tried making my own bindings with steam. It was still double inputting. 
I then thought ""I'll just use the keyboard"" SAME PROBLEM. 

Ironically the only way i can get working controls is on the steam deck after doing the registry signing in desktop mode.",1284,0,1,0,12,3,2026-04-06,2026-04-13,0,17,112,106
"Really glad they brought this to steam, its also upscaled and much better quality than original re2 on PS1.",107,1,1,0,0,1,2026-04-06,2026-04-06,0,2,107,107
"increíble como el culo de Leon, aún todo pixeleado es 10/10. obra atemporal",75,1,1,0,2,0,2026-04-06,2026-04-06,99,3,813,200
Hey... it's up to us to take out Umbrella.,42,1,1,0,2,0,2026-04-06,2026-04-06,246,11,905,905
"Pretty shotty port. No steam cloud, steam overlay, or screenshots. And also the door animations have screen tearing issues idk if that's just a me thing. I'm kinda just paying for door skip button and the fact it shows my playtime on my steam profile woww. But I mean hey the png sure looks cool in my collection library. I might be dumb or something but this is a nightmare to mod. I might refund this and go back to larping RE bro. I'll be back if they ever update.",467,0,1,0,3,1,2026-04-06,2026-04-06,57,3,73,71
"I am so happy they brought the original RE trilogy to steam, I was already excited that they ported Dino Crisis but now with the RE trilogy I can die a happy man. Here's hoping maybe Konami will jump on with the first 4 Silent Hill games ported as well",252,1,1,0,0,0,2026-04-06,2026-04-06,0,84,354,107
"This one and Code Veronica are the best of the original games. I used to sit down and beat Leon A in one sitting when I was a kid because I didn't have a memory card. It is PEAK

PLEASE GIVE US ACHIEVEMENTS",206,1,1,0,71,2,2026-04-06,2026-04-06,0,47,1314,865
"Love the fact that they released the trio on Steam, but alas, twas on April Fools so THERE IS ISSUES! 

-No cloud save. (Huh)
-No achievements (So you can show your parents your big pixel trophies)
-Not playable on SteamDeck. (For the OLED bois).
-Enigma needs to be removed. 

It does start with the bonuses all unlocked, 4th Survivor & Tofu e.g. But remember what Capcom did with Operation Raccoon City? Instead of fixing Windows Live issues, they completely removed it off Steam. I'm guessing they won't fix these either. Luckily the community put together a guide on how to also run it on SteamDeck via Protontricks. Still doesn't remedy the other problems.",661,1,1,0,0,0,2026-04-06,2026-04-06,73,4,1353,74
this game is better than the remake in terms of how the characters and story is.,80,1,1,0,0,0,2026-04-06,2026-04-07,0,10,485,410
sketchy drm,11,0,1,0,7,0,2026-04-06,2026-04-06,0,195,49,49
"Exactly how It was back in the day, The shame of it is this was a good chance to add true widescreen and maybe some achievements",128,1,1,0,1,0,2026-04-06,2026-04-06,326,24,465,213
Classic game,12,1,1,0,0,0,2026-04-06,2026-04-06,0,1,795,791
Si jugas esto y te gusta el remake sos mogolico,47,1,1,0,3,1,2026-04-06,2026-04-06,297,25,313,313
I love old school games and this one is such a blast from the past really addicting and of course so fun to once again play through the events of the Raccoon city with Claire and Leon.,184,1,1,0,5,0,2026-04-05,2026-04-05,134,51,368,290
"Love the original resident evil 2, all time best game, was great to play it all over again on steam, wish there was achievements and cards though! i'm also not a fan of how it loads up, seams like it would take no effort to merge claire / leon into 1 or at the least if i load Lean B after finishing Claire A then it opens the leon game, no point in having to close the game to re open it",388,1,1,0,0,0,2026-04-05,2026-04-05,318,4,944,944
Awesome!,8,1,1,0,0,0,2026-04-05,2026-04-05,0,13,711,711
"First debut's Leon Kennedy and classic gameplay, that's recommended before play resident evil requiem as Grace.",111,1,1,0,0,0,2026-04-05,2026-04-05,0,2,83,83
"Nearly 30 years later and this game is still a masterpiece.
if you're getting into the world of Resident Evil this game is a must but don't play it or any of the original trilogy first I advise you to play the remakes and then if you really, REALLY wanna get some extra lore and experience the beginning of this amazing series then play the OG.
Because the fixed camera and the limited movements will really piss you off but you will get used to it eventually.",462,1,1,0,2,0,2026-04-05,2026-04-05,0,20,455,454
not bad classic game and its pretty fun playing it,50,1,1,1,0,0,2026-04-05,2026-04-05,0,50,68,51
Just the way I remember it. The game that made me an RE fan. A work of art. 11/10,81,1,1,0,0,0,2026-04-05,2026-04-05,247,12,338,205
"Zapping and scenario system is really unique and well done, spices up replay, and gives little satisfying details throughout.",125,1,1,0,0,0,2026-04-05,2026-04-05,30,11,855,855
The game is just as great as I remembered all those years ago. Be sure to download the HD pack and merge it with the japan folder to get those crisp textures!,158,1,1,0,0,0,2026-04-05,2026-04-05,664,19,53,26
After playing the remake of Resident evil 1 I honestly had low hopes but to my surprise this games map is so much better and more often then not there are 2 ink ribbons at every type writer you find which is more than enough saves than you need for this game. I can now see why so many people were anticipating this game back in 2019 when the remake was about to release. the map is almost perfectly connected giving me dark souls 1 map vibes (but not as good). going to give RE3 nemesis after my Claire playthrough then I'll give RE1 classic a go...,550,1,1,0,5,0,2026-04-05,2026-04-05,0,9,935,794
game fun makes brain yippie!,28,1,1,0,0,0,2026-04-05,2026-04-05,225,36,423,127
"To this day, the game is still one of the best entries of the franchise... but... as a Steam Deck user I'm very disappointed. It doesn't play on Steam Deck at all, I tried proton trick but that didn't work either. All because of this registry thing that no matter what I do is required to play the game, tried denying it on my PC, it's either that or don't play at all. Game isn't even verified for Steam Deck and it don't even have cloud saving.  Regardless, you'll be better off just on PC, but if you're hoping to play on the go, not gonna be easy, otherwise just emulate it and hope it even works.",601,0,1,0,6,1,2026-04-05,2026-04-05,0,25,23,23
"im so glad capcom decided to add the original trilogy to steam, quite literally my computer cant run the re2 remake",115,1,1,0,0,0,2026-04-05,2026-04-05,130,144,350,52
"Writing this after finishing Leon Scenario A in normal difficulty.

I loved the remake and playing the original now makes me doubt which one I prefer. Despite the initial shock with the old tank controls, the game holds super well in 2026. I like to describe it as 100% meat with no fat. The puzzles are not overly complicated, and it genuinely feels like you're constantly progressing forward rather than walking around in circles where you get the item for puzzle xyz . Healing items and ammo also felt really well tuned and I learned the hard way that avoiding enemy was a learned skill rather than try to kill every single one.  Overall, it felt really enjoyable to experience this version of the RE2 story and it was quite fun to see where the original and remake deviated in environment design.",802,1,1,0,1,0,2026-04-05,2026-04-05,451,12,275,275
"After playing RE1 1996, this was a ton of fun to run.

The zapping system that the game uses to cause certain things to happen (or not) per scenario is sick as hell. Complete missed opportunity for RE2make. To give one example on this, there is a weapons locker with two items in it—a satchel (for more inv space) or a SMG. 

If you take one on your character’s A scenario, the other item is left for the other character’s B scenario. It goes to show that while both Claire and Leon ran around the building, things were constantly still in motion from both.

The map is fun, the dialogue is golden, and this game actually managed to jump me a few times with those fixed camera angles.

My only gripes is Mr. X, as remake made him a far better stalker/threat. He’s still fun in this one, but he’s just kinda…there sometimes. This, and the DRM.

I recommend Claire A, Leon B.",873,1,1,0,3,0,2026-04-05,2026-04-05,480,16,870,609
"Requiem is chock full of heavy DRM's, let alone what ever minuscule DRM is on the classic trilogy release, yet people are glazing tf out of Requiem. Make it make sense nerds",173,1,1,0,1,0,2026-04-05,2026-04-05,319,172,736,30
"I still love the game, but this release doesn't come without its issues.

It runs fine on Linux, but needs a bit of tinkering. Installing a Registry file, changing a registry key, setting Launch Options.. I wrote a comprehensive guide on it. It's easy, but annoying. As these problems relate to decade old bugs I don't see a fix happening in the future.

Also, the DRM was unnecessary.",385,1,1,0,0,0,2026-04-05,2026-04-05,1867,30,465,281
True cult classic. I feel every gamer should play this at least once in their lives. even just one scenario.,108,1,1,0,0,0,2026-04-05,2026-04-05,0,37,250,182
an 1998 classic that's still incredibly holds up even after being remade twenty years later,91,1,1,0,0,0,2026-04-05,2026-04-05,177,12,1455,1455
"To all playing the game

Press F9 to exit game. 

You're welcome.

Best game in the series for me. Only thing missing is Steam achievements. Bring Code Veronica also please!!!",175,1,1,0,40,0,2026-04-05,2026-04-05,0,26,809,187
"very goated game, though i hate that achievements arent available",65,1,1,0,0,0,2026-04-05,2026-04-05,0,7,374,369
"I never played the old pc port of re2 long ago and I find it impossible to play using just a keyboard, or it just takes alot of getting used to.
Highly recommended game (obv), but use a controller for best experience",216,1,1,0,1,1,2026-04-05,2026-04-05,0,22,114,114
"the graphics and voice acting together create this cute and charming vibe to it. i think the gameplay loop is pretty fun and even addictive. i think it would have been a bit better if it was dark and had sparse lighting to improve the atmosphere. in terms of atmosphere during gameplay i think the remake does it better but in terms of cutscenes, this game has a considerably more cinematic presentation than remake which felt so incredibly flat for me. i do love how i ran into leon so far into my playthrough and you get to leave something for him in the B scenario. i also love that they stay in contact and help each other out. i think i've already secured a couple of routes for leon. i also think chief irons is a lot more intimidating here and oddly enough more subtle than he was in the remake though integrating him into sherry's conflict in the remake did give it a lot more emotional stakes. same with portraying annette as uncaring as opposed to the opposite in the original. i'm just at my first playthrough as claire and at this point i'm at the first birkin bossfight at the tram. it feels really promising so far.",1129,1,1,0,0,0,2026-04-05,2026-04-05,0,7,1212,450
Very Good Game.,15,1,1,0,0,0,2026-04-05,2026-04-05,268,254,670,41
"One of the greatest games ever made, and a good example of a perfect sequel. Four scenarios each with their own set of events and item placement, and it's just such a blast to replay over and over! Definitely a must-play.",221,1,1,0,1,0,2026-04-05,2026-04-05,492,19,614,448
"Negatives: No Steam Overlay. No Steam Deck support. No cloud saves. No native ""quit game"" option. Default controls might be horrible and need to be reassigned. No native controller support, it seems. DRM implementation for absolutely no reason other than they hate you. A horrible launcher with features that should've been implemented into the game itself. No Achievements. Asks for weird Registry Rights when first launching the game.

Positive: Looks fantastic in 4K resolution. Everything loads extremely fast. Door opening animations can be skipped with the press of a button. Everything unlocked from the start. Nostalgia.

I opened and played a bit of RE1-3 and while they are pretty cheap on sale, they are sadly lacking in modern features, including the ability to play cross play between Steam Deck and PC because of a lack of support for the handheld. I've been told its because of the DRM. Why is there DRM for a ♥♥♥♥♥♥♥ game that everyone can pirate and play on emulators? Do you think $5 is really that ♥♥♥♥♥♥♥ sacred, Capcom, to ruin the fans who do purchase your games? I will never understand the greed and hatred they have for their customer base.

Anyway. I wouldn't recommend it because basic features are missing and they couldn't be asked to implement them because they don't give a ♥♥♥♥. If you don't give a ♥♥♥♥, Capcom, don't ask me to. Refunded.",1371,0,1,0,20,2,2026-04-05,2026-04-05,0,53,9,9
an incredible game with ♥♥♥♥♥♥ DRM attached to it for no reason. get rid of it,78,0,1,0,18,3,2026-04-05,2026-04-05,184,10,93,25
"9/10 
Add achievements to this steam import please to make it 10/10!",69,1,1,0,0,0,2026-04-05,2026-04-05,166,7,297,163
nothing short of a masterpiece,30,1,1,0,2,0,2026-04-05,2026-04-05,252,133,753,596
Being able to skip the door animations feels blasphemous.,57,1,1,0,3,1,2026-04-05,2026-04-05,841,45,46,27
"Still an absolute banger!!! I love Leon even if he is polygonal >:)
10/10 worth it port",87,1,1,0,3,0,2026-04-05,2026-04-05,0,17,248,231
Holds up.,9,1,1,0,0,0,2026-04-05,2026-04-05,340,34,500,500
"Definitely one of my favorites to play in the franchise as it is a classic piece of the series. Tank controls and fixed camera be darned, this game is worth it for the story that is. And if you have not played the original but played the remakes, I HIGHLY recommend giving it a go. Not to mention hearing the late and great Paul Haddard as Leon is truly a gem to have when it comes to being the original VA for Leon and set a fun precedent for the incredible VA talents we have had for Leon over the last 28 years. One of the core must play games for ANY Resident Evil fan, new and old.",586,1,1,0,2,0,2026-04-05,2026-04-05,75,4,391,379
"Can’t say enough about this game, one of the games that started it all for me. It’s a blast from the past! don’t know if it would hold up nowadays for people who never played it but for the ones who have, jump back into tank controls and enjoy the nostalgia!",258,1,1,0,2,0,2026-04-05,2026-04-05,0,3,52,52
"September 30th, 1998. It's a day I'll never forget. The cop inside me died that day. And that night, Raccoon City was wiped out, thanks to the bioweapons created by Umbrella. Somehow, I made it out. But too many others...weren't so lucky. I was ""asked"" later to join a top-secret government program. Not that I had a choice. The training, the punishing missions...nearly killed me, but at least they kept my mind off everything. If I could just forget what happened that night - the pain, even for a second? This time, it can be different. It has to.",550,1,1,0,0,0,2026-04-05,2026-04-05,85,2,2769,2264
"Just get it on GOG. GOG works right out of the box, no need to download extra BS to make it play and no gay ass Capcom(tm) DR-f*king-M!


(_)_)::::::::::::::::::::D~~F U Crapcom~~~",183,0,1,0,11,4,2026-04-05,2026-04-05,98,10,11,11
I cannot say how thrilled i am to have this on steam. 10/10,59,1,0,0,0,0,2026-04-05,2026-04-05,0,11,237,226
"Classic, top 10 games of all time.",34,1,1,0,1,0,2026-04-05,2026-04-05,0,2,304,304
my inner child is crying happy tears,36,1,1,0,0,0,2026-04-05,2026-04-05,27,1,385,385
"Played so many different versions of this game, and they're all wonderful, even today. Truly an incredible game and a milestone in survival horror. The level design, the enemies, the characters, the story, the music. Everything about the game works. I love this game.",267,1,1,0,0,0,2026-04-05,2026-04-05,0,24,415,185
"This port is sh1t. It has DRM and it doesn't have any significant visual improvements or even gamepad support. You can still turn it into a good port thanks to the beautiful fans who make enhancement mods, who should not be the ones doing Capcom's job. There is a .exe by Mulderland that automatically installs all the enhancements that's worth getting.
I still give my thumbs up because I want Capcom to see this trilogy as worthy of having available, and even more so after seeing the direction they decided to take with the RE Engine games.",543,1,1,0,0,0,2026-04-05,2026-04-15,118,62,21,21
you know what capcom? thanks for making claire wobble that dumptruck for 4.5 hours in 240p with 42 polygons total 10/10,119,1,1,0,0,0,2026-04-05,2026-04-05,0,116,1083,393
"I remember being a child watching my uncle play these games on his ps1. Scared the hell out of me. Now that it's finally on steam i can experience it for myself, and I gotta say, I am having a BLAST. Great game all around, havent encountered any issues whatsoever. & now as an adult i get to experience a childhood game that i always wanted to play. 10/10 in my book, but i might be biased. Either way, KUDOS TO YOU CAPCOM.",423,1,0,0,0,0,2026-04-05,2026-04-05,203,24,287,237
"Yes, yes...for the love of god, YES!!

I've been waiting for a PC port of this classic come to steam
in ages, and now this & the other 2 RE classics are on steam sale
...and at 50% off too.

Pros: the PC port of the PS1 classic has all the features from
its other ports, including the additional modes: Extreme Battle,
4th survivor, Tofu survivor. fully supports Xbox controller, including
the use of analogue joystick.

Cons: the only downside: in terms of control settings, they completely
left out the auto-aim feature...so the struggle is that you have to manually aim.

However, there is a silver lining...the Konami code works on here.
just look it up online, enter it according to whatever source you find
it from, and all weapons; from your pistol onwards will have infinite ammo
with no reload...so the only items you need in your inventory, are heals & keys.

I managed to clear Leon (Scenario A) last night hours ago, making sure to
bring plenty of heals, and saving whenever necessary. so if you love Resident Evil,
including the retro versions, then I recommend starting with this one first...for me,
RE2 was my first ever PS1 classic & thus, holds a special place in my heart!",1212,1,1,0,0,0,2026-04-05,2026-04-05,0,34,1440,319
"Not only does Enigma Protector look like really terrible 90's era malware with obvious translation issues but it throws an error when trying to use Proton.
Save yourself the time and money on these games, just buy them on GOG where there is no malware like DRM to break things for you.",285,0,1,0,215,12,2026-04-05,2026-04-05,0,1,8,8
very good game I see why some fans say this is the best of the fixed camera era. The horror is great it is there but isn't overwhelming like 7 the puzzles aren't difficult unlike CV or 0 and the game isn't punishing you with extreme amounts of exploration and backtracking like 1 If you want to start playing the fixed camera angle games I believe this is the one you should start with.,386,1,1,0,0,0,2026-04-05,2026-04-05,34,22,825,146
It is exactly as you remember it. Nice that all the bonus modes come unlocked immediately so you don't have to grind for them if you don't have the desire to do it. Worth a shot if you haven't played the OG yet. Especially for $5.,230,1,1,0,0,0,2026-04-05,2026-04-05,188,29,390,265
"this game saved my broke bum life

unfortunately DRM RUINED my broke bum life",77,0,1,0,2,3,2026-04-05,2026-04-05,0,14,308,163
"Unlike the remake, this game actually gives you a reason to play all four scenarios because they actually differ more than just ""play as Ada or play as Sherry."" 
 
This game probably has my favorite start to any Resident Evil game ever. In the first game you start in the mansion, investigate a bit and then find the first zombie. Here you just straight up get thrown into action, you already know what you signed up for, the sequel to Resident Evil and the start is perfect. Getting to the police station is a challenge, it teaches you that its pointless killing every enemy, the fundamentals of the whole gameplay loop. 

Also hey, Leon actually interacts with and saves Sherry",683,1,1,0,1,0,2026-04-05,2026-04-05,172,19,623,555
"Conquered my childhood fears with this one lol (thanks dad)

Nothing I can really add to what has already been established with the legend status of RE2 OG, but only that there's something that fixed camera angles and tank controls will always dominate in  instilling fear and paranoia more than over-the-shoulder horror thats in the current formula of modern RE, both are good dont get me wrong, but you can't shake that fear of not always having control over anticipating what nasties are hiding across from your limited viewpoint, and RE2 OG nails it perfectly.

Felt good to finally beat the OG after putting it off for so many years lmao, great stuff and thank you Capcom for making a a great PC/Steam port of the classics for modern audiences.",749,1,1,0,0,0,2026-04-05,2026-04-05,245,41,1732,727
"bad: Ignoring the back and forth which is the whole loop, puzzle are non a thing basically, horror comes and goes, the characters and some weird story choices, game's fire.
Old review (the controls are totally ♥♥♥♥♥♥ out of nowhere, can't press A anymore, so no inventory and interact. Sad, everything else was going good till now.)

good (compared to RE1 remake): Exploration is funny, more action, resource management is a sinusoid, really low ammo, no ammo for a lot, ton of ammos given, and so on. Dialogues can be funny at times even tho they come out as cringe most of the times.

side note: being a port of an old game doesn't mean that the new release shouldn't or couldn't have achievement as a side progression or completion, better accessibilities option and a better keybinding/controls menu.",804,1,1,0,0,0,2026-04-05,2026-04-07,223,53,493,331
"I'm happy to see these older classics come to modern PC platforms finally. I ran through Claire's campaign and had a great time with the game. RE2 is a game I have fond memories of from when I was a young lad. I remember being in a local mom and pops store and they had just got the game in and was showing the opening CG movie on their big screen. I had played and loved the first game and I HAD to have this one. Bought it right away and took it home and the rest is history. It was so much bigger in scope than RE and I felt I got my money's worth, for sure.

So, what about this particular Steam release? The launcher gives quite a few options so I can set it up to look how I want it to on my PC and my handhelds. I like that. I like being able to play it full screen and take advantage of my MSI Claw 8AI's 8 inch screen. It's awesome.

What's not awesome? 

Well...No cloud saves. Why, Capcom? Why? Lazy? Rushed? What gives? With the rise of so many handheld PCs, people are playing their games more and more on multiple devices. Get with the program, please.

Also, I don't have many games that demand I write stuff to the registry before I launch the game. This process wrecks Steam Deck compatibility unless you go in and write the registry to the game using Proton Tricks and then you have to create a new folder for saves and go back to the registry and choose that folder as the save game path. It's not difficult, just a hassle to play such an old game. 

And last...Enigma. Capcom...why? These games are 25-30 years old. Anyone who wanted to pirate them over the years have done so already. So many people were willing to throw their money at you for these games. My buddy and I talked about that for the last several years. Capcom doesn't like money, because the OG trilogy would print money. Then, they finally get released. With DRM. You can go right now, at the time I write this, and get the GOG versions DRM free, for the same price. 

All that said, I'm happy to have these in my Steam library. I absolutely love RE2 and I'll keep playing it here. Add cloud saves and I can forgive all the other crap. Achievements would have been cool for people who enjoy hunting them.",2192,1,0,0,2,0,2026-04-04,2026-04-04,460,51,274,260
"As grateful as i am to the remake for getting more people to play resident evil, i will always say the og resident evil 2 is the better version of the game",155,1,1,0,8,1,2026-04-04,2026-04-04,121,4,686,165
"What a sequel, what a game!!!

The only problem is Capcom's lazyness on the PC front .. no achievements, no cloud saves, no Steam overlay .. also .. DRM for 25 years old game

Nuff said ..",188,1,1,0,2,0,2026-04-04,2026-04-04,490,70,672,672
"Resident Evil 2 is one of the greatest games of all time. I've waited decades for this to release on STEAM. Enhance mod is simple to install. Happy days.

The anti DRM circle jerkers can lick a zombies rotten ball sack.",219,1,1,0,2,1,2026-04-04,2026-04-04,808,15,420,6
"NO, try harder Capcom.",22,0,0,0,3,1,2026-04-04,2026-04-04,16722,199,9,9
"One of my favorite games of all time, endlessly replayable. Really nice surprise just seeing the og trilogy just show up on steam.",130,1,1,0,0,0,2026-04-04,2026-04-04,249,16,781,285
"It’s a masterpiece of survival horror, however it needs a patch for the steam deck. You need to go through hoops to get it running on the deck. Otherwise love it, I got it running on the deck with some tweaking and it runs great on it. Hopefully capcom can fix it so that it actually runs on the steam deck without needing to go and do all the fixing by ourselves.",364,1,1,0,6,0,2026-04-04,2026-04-04,451,68,820,132
Same as the old game,20,1,1,0,0,0,2026-04-04,2026-04-04,0,1,468,468
showing claire first on the launcher is #beastmode. only complaint is that it takes some elbow grease to get this working on the steamdeck.,139,1,1,0,1,0,2026-04-04,2026-04-04,437,4,419,419
"ITS FINALLY ACCESSABLE!! 
(now add outbreak with dedicated servers pls capcom.. and CVX)",88,1,0,0,1,0,2026-04-04,2026-04-04,134,13,35,35
"This is my favorite game ever made with no exceptions, but i'm giving it a negative review because this release is very poor. No steam overlay, no steam cloud support, no achievements, forced drm, weird controller issues. Very lazy port!",237,0,1,0,16,4,2026-04-04,2026-04-04,145,23,350,189
woof woof,9,1,1,0,0,0,2026-04-04,2026-04-04,100,46,365,213
"[i] A bizarre incident occurred in the outskirts of an American suburb called Raccoon City. It was later revealed that the terrible disaster had been caused by the T-virus: a mutagenic toxin created by the international enterprise, Umbrella Incorporated, for use in bio-weapon experiments. The Raccoon City Police Department's special S.T.A.R.S. unit immediately began an investigation in the affair. The case was apparently closed thanks to the efforts of S.T.A.R.S. members Chris Redfield and Jill Valentine. But the Umbrella Corporation's experiments were far from finished. [/i]",582,1,1,0,1,0,2026-04-04,2026-04-04,165,97,26,26
